commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cod-likes,10,10,14292.4020565726,14292.4020565726,0.0,1.0,1864.0025305081474,26641073.600491177,4.218816155274312,1655.0691943680963,23654914.357356537,2986159.24313464,1.1262384296988994,0.12623842969889942
Crustaceans,8,8,47374.38401841311,47374.38401841311,0.0,1.0,445.57652421645855,21108913.367820255,3.5902348855775528,389.25561464862795,18440744.969687533,2668168.398132723,1.1446887532211196,0.14468875322111965
Flatfishes,8,8,6848.612356211201,6848.612356211201,0.0,1.0,711.3811548665394,4871973.767194776,3.791091769177757,618.1470047207234,4233449.2144852895,638524.5527094863,1.150828442803729,0.1508284428037291
Herring-likes,3,3,39258.0915846662,39258.0915846662,0.0,1.0,240.0608554597599,9424331.04953257,3.380317089497164,240.05850077667503,9424238.609168371,92.4403641987592,1.0000098087885962,9.808788596335898e-06
Molluscs,6,6,24583.8157469929,24583.8157469929,0.0,1.0,14.56608025506798,358089.83314650255,2.1294966374448223,13.474002929637047,331242.4053966397,26847.427749862836,1.0810506967479447,0.0810506967479448
Other fishes & inverts,17,17,6875.2066360481,6875.2066360481,0.0,1.0,488.0831756726508,3355672.6883280394,3.3240249117617378,210.87491073731618,1449808.585677247,1905864.1026507923,2.314562571555271,1.3145625715552711
Perch-likes,12,12,3809.6786226971,3809.6786226971,0.0,1.0,896.9870771834276,3417232.4927812577,3.737245092858726,546.065944916749,2080335.7569322307,1336896.735849027,1.6426350801278748,0.6426350801278747
"Salmon, smelts, etc",7,7,1578.4018091099,1578.4018091099,0.0,1.0,1112.9161397656299,1756628.8483936763,3.7042032207686812,506.0614094982871,798768.2442728023,957860.6041208741,2.1991721140503144,1.1991721140503142
Scorpionfishes,6,6,2541.7667255396,2541.7667255396,0.0,1.0,626.1120680835597,1591430.8211135766,3.7954089261652832,624.3224128615698,1586881.9350201346,4548.886093442095,1.0028665561016576,0.002866556101657543
Sharks & rays,9,9,715.6396049350999,715.6396049350999,0.0,1.0,1046.3004995542794,748774.0761444222,3.966630203046906,926.0409739206624,662711.596730298,86062.47941412416,1.1298641518252301,0.1298641518252302
Tuna & billfishes,6,6,802.2615696214,802.2615696214,0.0,1.0,2416.1607126058616,1938392.8857527387,4.363988505706929,2312.0035985194113,1854831.635918508,83561.24983423064,1.0450505847625633,0.04505058476256327
