functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,71.0488776626,3.958819357725236,909.5348781767223,64621.43228944574
Jellyfish,25.3455157838,3.46,288.40315031266056,7309.726598347182
Large bathypelagics (>=90 cm),103.8183680719,3.97,933.2543007969915,96888.93850482574
Large benthopelagics (>=90 cm),4421.1330587985,4.119694969970281,1317.3311759941905,5824096.411573821
Large demersals (>=90 cm),1595.504206534,4.122088698860845,1324.6120419288013,2113424.084922994
Large flatfishes (>=90 cm),3289.6729950748,4.0,1000.0,3289672.9950747998
Large pelagics (>=90 cm),802.2826971826,4.363991824132674,2312.021264508492,1854894.6560333986
Large rays (>=90 cm),362.1165945089,3.8199999999999994,660.6934480075951,239248.0614068533
Large reef assoc. fish (>=90 cm),2135.5358299666004,3.76928419961511,587.8739277360766,1255425.8361835876
Large sharks (>=90 cm),291.2502962491,4.176013118722517,1499.7301371287779,436796.84673245996
"Lobsters, crabs",44781.415995160605,3.647461863790861,444.0806641013372,19886560.954529166
Medium bathydemersals (30 - 89 cm),187.4280566732,3.662136373879024,459.3422293766368,86093.62139999832
Medium benthopelagics (30 - 89 cm),211.149804848,3.895905360625541,786.8742991302028,166148.3547012491
Medium demersals (30 - 89 cm),15734.600353893,3.942037429750279,875.0591891157327,13768706.626737729
Medium pelagics (30 - 89 cm),42326.234585691396,3.3984256607792407,250.27972019575373,10593398.149046676
Medium reef assoc. fish (30 - 89 cm),52.1538728215,3.72,524.8074602497728,27370.741537641068
Other demersal invertebrates,25070.937343252797,2.1336004947783294,13.60192872480641,341013.1028070119
Shrimps,2592.9680232524997,2.601906030560821,39.98582220252512,103681.95835460747
Small pelagics (<30 cm),1004.4521800679,3.2388549849868733,173.32251609334594,174094.17914481502
Small to medium flatfishes (<90 cm),3558.9393611364,3.597989359822476,396.2683255965503,1410294.9415371777
Small to medium sharks (<90 cm),62.2727141771,3.8399999999999994,691.8309709189356,43082.19231090046
