commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,76885.2102479088,2.591333689296697,39.0241712954524,3000381.6148012653
Cod-likes,6626.2595020799,4.344739735986203,2211.7688434453,14655754.315283688
Crustaceans,47327.6951262869,3.1169444318544723,130.90144233862875,6195263.554593845
Flatfishes,14274.9401417047,3.8015535776013145,633.2184751472323,9039155.829348266
Herring-likes,106018.7635782452,2.8621837437805966,72.80877829037166,7719096.651987785
Molluscs,14808.3444128788,2.329123562476733,21.33651878744213,315958.5187763022
Other fishes & inverts,231851.68023806822,3.3836114475268566,241.88639809126826,56081767.824194804
Perch-likes,130501.49345998281,3.665284781908793,462.68432005401536,60380994.76756568
Scorpionfishes,20798.2685250309,3.6140678524917194,411.213962566535,8552538.414700799
Sharks & rays,9302.7208807609,3.990970525551864,979.4235122013803,9111303.55806396
Tuna & billfishes,6482.4791148055,4.289238730985265,1946.4297369293129,12617690.118080635
