commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,1,1,77.0436435597,77.0436435597,0.0,1.0,218.77616239495518,16855.31267491597,3.34,218.77616239495518,16855.31267491597,0.0,1.0,0.0
Crustaceans,9,9,27794.051142750795,27794.051142750795,0.0,1.0,106.18604310413055,2951340.312682545,2.682249615961809,48.11157960699631,1337215.7041553815,1614124.6085271633,2.2070787110196886,1.2070787110196886
Flatfishes,2,2,5671.5279802039,5671.5279802039,0.0,1.0,2201.768940655709,12487394.152872754,4.254425481723802,1796.492803098196,10188859.199006354,2298534.9538664,1.2255929647247024,0.2255929647247024
Herring-likes,9,9,12114.160902840598,12114.160902840598,0.0,1.0,727.7320886293902,8815863.615816688,3.4652402205722534,291.9041171848226,3536173.4437785787,5279690.17203811,2.4930518132041892,1.4930518132041894
Molluscs,1,1,128.2256915456,128.2256915456,0.0,1.0,114.81536214968828,14722.279211702287,3.06,114.81536214968828,14722.279211702287,0.0,1.0,0.0
Other fishes & inverts,24,24,157631.4406607495,157631.4406607495,0.0,1.0,294.3237099953346,46394670.42718123,3.3446012404222674,221.10636276325175,34853314.50162967,11541355.925551556,1.3311408424301197,0.33114084243011965
Perch-likes,82,82,190277.8563091868,190277.8563091868,0.0,1.0,1795.1668540629792,341580500.7084105,4.040059051247041,1096.627294991248,208663890.8610769,132916609.84733361,1.636989031973079,0.6369890319730792
Scorpionfishes,4,4,4235.0525155056,4235.0525155056,0.0,1.0,466.3704248815047,1975103.241051832,3.6553554425272594,452.22591122351935,1915200.4829039779,59902.758147854125,1.0312775391832738,0.03127753918327383
Sharks & rays,22,22,19522.4419120876,19522.4419120876,0.0,1.0,1014.5506401417375,19806505.939038362,3.9274098739569125,846.0769702551763,16517488.50496175,3289017.434076613,1.1991233372487962,0.1991233372487962
Tuna & billfishes,11,11,24231.533938805806,24231.533938805806,0.0,1.0,2623.8986142329973,63581088.32277239,4.41670213759052,2610.370408510729,63253279.1466821,327809.17609029263,1.0051824850903004,0.005182485090300454
