year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,526,425262.0323470111,425262.0323470111,0.0,True
1951,641,678061.2455210927,678061.2455210927,0.0,True
1952,634,899440.3617828389,899440.3617828389,0.0,True
1953,646,1031520.0068101939,1031520.0068101939,0.0,True
1954,665,1048854.1674195589,1048854.1674195589,0.0,True
1955,668,1022118.2980693118,1022118.2980693118,0.0,True
1956,672,1118814.568726068,1118814.568726068,0.0,True
1957,710,1120797.8464790492,1120797.8464790494,2.3283064365386963e-10,True
1958,798,1034077.6258215224,1034077.6258215224,0.0,True
1959,810,1134872.0927095735,1134872.0927095735,0.0,True
1960,779,1205121.3743651402,1205121.3743651405,2.3283064365386963e-10,True
1961,870,1386773.7499252097,1386773.7499252097,0.0,True
1962,941,1558918.6557923185,1558918.6557923185,0.0,True
1963,976,1958607.0332913755,1958607.0332913755,0.0,True
1964,1020,2648627.16779988,2648627.1677998803,4.656612873077393e-10,True
1965,995,3001597.0131101445,3001597.0131101445,0.0,True
1966,1031,3299435.8820044086,3299435.8820044086,0.0,True
1967,1156,4276874.393733526,4276874.393733526,0.0,True
1968,1152,5200716.383474204,5200716.383474203,-9.313225746154785e-10,True
1969,1159,4971548.19236896,4971548.19236896,0.0,True
1970,1212,3515856.923653729,3515856.923653729,0.0,True
1971,1201,3822960.0973192607,3822960.0973192602,-4.656612873077393e-10,True
1972,1247,3716290.828457011,3716290.828457011,0.0,True
1973,1292,4029132.959157003,4029132.959157003,0.0,True
1974,1324,3904022.521239845,3904022.521239845,0.0,True
1975,1320,3825027.095965334,3825027.095965334,0.0,True
1976,1411,3407455.0452532005,3407455.0452532005,0.0,True
1977,1521,3149380.794275239,3149380.794275239,0.0,True
1978,1582,3562778.8137249947,3562778.8137249947,0.0,True
1979,1714,2665337.7983207996,2665337.7983207996,0.0,True
1980,1643,2404567.8627122003,2404567.8627122,-4.656612873077393e-10,True
1981,1612,2899102.739636192,2899102.7396361916,-4.656612873077393e-10,True
1982,1690,2785555.8962240345,2785555.8962240345,0.0,True
1983,1656,2967053.2138517303,2967053.2138517303,0.0,True
1984,1633,2646607.743103051,2646607.743103051,0.0,True
1985,1834,2412130.155157455,2412130.155157455,0.0,True
1986,1863,2308647.716102806,2308647.716102806,0.0,True
1987,1929,3004948.115472349,3004948.115472349,0.0,True
1988,1920,3007554.980323767,3007554.980323767,0.0,True
1989,1893,2384648.045183149,2384648.045183149,0.0,True
1990,1829,1787598.9508094548,1787598.9508094548,0.0,True
1991,1692,1548870.569062138,1548870.569062138,0.0,True
1992,1594,1747894.2736931068,1747894.2736931068,0.0,True
1993,1546,1823400.7666420878,1823400.7666420878,0.0,True
1994,1592,1663759.251905727,1663759.251905727,0.0,True
1995,1627,1527782.3813662026,1527782.3813662026,0.0,True
1996,1644,1396931.0079097606,1396931.0079097606,0.0,True
1997,1693,1435773.2186040345,1435773.2186040345,0.0,True
1998,2071,1649187.4411428387,1649187.4411428387,0.0,True
1999,2093,1632552.849940976,1632552.8499409757,-2.3283064365386963e-10,True
2000,1878,1759482.754914845,1759482.754914845,0.0,True
2001,2133,1769922.9495992027,1769922.9495992027,0.0,True
2002,2132,1725873.19659801,1725873.19659801,0.0,True
2003,2266,1675448.569163801,1675448.569163801,0.0,True
2004,2082,1630756.8480873213,1630756.8480873213,0.0,True
2005,2154,1587344.019488645,1587344.019488645,0.0,True
2006,2042,1463071.2329426357,1463071.2329426357,0.0,True
2007,2150,1519003.566652412,1519003.566652412,0.0,True
2008,2107,1436808.8201224406,1436808.8201224406,0.0,True
2009,2174,1327838.5845343207,1327838.5845343207,0.0,True
2010,2232,1385104.7801334513,1385104.7801334513,0.0,True
2011,2308,1510973.2690592473,1510973.2690592473,0.0,True
2012,2239,1641114.6322550473,1641114.632255047,-2.3283064365386963e-10,True
2013,2351,1715427.5851452698,1715427.5851452698,0.0,True
2014,2381,1730814.4823780677,1730814.4823780677,0.0,True
2015,2085,1784979.130122848,1784979.130122848,0.0,True
2016,2202,1806185.3485274864,1806185.3485274864,0.0,True
2017,2094,1779600.2475465313,1779600.2475465313,0.0,True
2018,2391,1720956.5897235703,1720956.5897235703,0.0,True
2019,2387,1592518.0818040827,1592518.0818040827,0.0,True
