commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,5,5,419230.0057269221,419230.0057269221,0.0,1.0,32.521564520149504,13634015.680030745,2.5024938906375978,31.804889470374402,13333563.994809186,300451.68522155844,1.0225334865710718,0.022533486571071737
Cod-likes,6,6,548.7652239448,548.7652239448,0.0,1.0,1847.1881537444826,1013672.6208577728,4.237382989291578,1727.3605200489328,947915.3826180588,65757.23823971394,1.06937036727698,0.06937036727698019
Crustaceans,33,33,107413.19706949028,107413.19706949028,0.0,1.0,177.00712113342058,19012900.785007242,3.027170778049363,106.45615545229197,11434796.00485733,7578104.780149912,1.6627232157819736,0.6627232157819735
Flatfishes,10,10,20574.1526550974,20574.1526550974,0.0,1.0,786.3196931975451,16177861.403555647,3.7913005328144256,618.4442169652925,12723965.728506107,3453895.6750495397,1.27144804919677,0.2714480491967699
Herring-likes,4,4,253264.1298041896,253264.1298041896,0.0,1.0,76.43326282625489,19357803.79778636,2.882663375791619,76.32439593601555,19330231.719565403,27572.078220956028,1.0014263708071873,0.0014263708071874021
Molluscs,12,12,13049.289571390704,13049.289571390704,0.0,1.0,32.99850352000319,430607.02785507706,2.2495169728147033,17.763026872391787,231794.88132223499,198812.14653284207,1.8577072340801988,0.8577072340801987
Other fishes & inverts,36,36,373590.78195799136,373590.78195799136,0.0,1.0,477.5365873939484,178403267.09805587,3.5022043575824036,317.83693028039187,118740947.31857918,59662319.77947669,1.5024578389071133,0.5024578389071133
Perch-likes,91,91,262470.3362051095,262470.3362051095,0.0,1.0,852.2625222660026,223693630.75417233,3.7309283737815755,538.1810154434656,141256552.06265366,82437078.69151866,1.5835982649141407,0.5835982649141407
Scorpionfishes,8,8,13904.225366641598,13904.225366641598,0.0,1.0,304.7937148650278,4237920.501819246,3.4821957825576866,303.52591888689926,4220292.780820425,17627.72099882178,1.0041768952805674,0.004176895280567466
Sharks & rays,44,44,53887.4670000712,53887.4670000712,0.0,1.0,1700.6643250354764,91644492.69354759,4.138955197242048,1377.0674003149786,74206674.09134725,17437818.602200344,1.2349898956626821,0.23498989566268208
Tuna & billfishes,21,21,69738.3629390647,69738.3629390647,0.0,1.0,2597.749605883726,181162804.83993155,4.399952284157103,2511.6104662388784,175155602.2561204,6007202.583811134,1.034296377086627,0.03429637708662685
