eez_unit_id,eez_name,lme_unit_id,lme_name,eez_area_km2,lme_area_km2,intersection_km2,intersection_fraction_of_eez,intersection_fraction_of_lme,eez_to_lme_area_ratio,lme_mostly_contained,flag_prefer_eez_candidate,flag_review_110_120
EEZ_460,Malaysia (Peninsula East),LME_036,South China Sea,132226.57561793693,3164824.0447257855,44074.07684878061,0.3333223797319745,0.01392623293615029,0.04178007173520246,False,False,False
EEZ_461,Malaysia (Sabah),LME_036,South China Sea,137590.1571123239,3164824.0447257855,110338.39339730037,0.8019352235147451,0.03486398985788184,0.043474820453800404,False,False,False
EEZ_461,Malaysia (Sabah),LME_037,Sulu-Celebes Sea,137590.1571123239,1013858.8714074758,26209.887228194868,0.19049245802370884,0.02585161304729656,0.13570937828981686,False,False,False
EEZ_462,Maldives,LME_032,Arabian Sea,923586.8532356664,3931902.1047515674,51462.13998000543,0.05571987063232279,0.01308835739267649,0.23489568881166795,False,False,False
EEZ_463,Malaysia (Sarawak),LME_036,South China Sea,172275.94671695333,3164824.0447257855,171637.10256241393,0.9962917391155655,0.054232747267087114,0.0544346049835071,False,False,False
EEZ_470,Malta,LME_026,Mediterranean Sea,52530.4269671255,2527801.206996367,52510.97063989156,0.9996296179498766,0.020773378260344755,0.020781075197580205,False,False,False
EEZ_474,Martinique (France),LME_012,Caribbean Sea,47488.325606302045,3262576.84767364,20239.039117226996,0.4261897815689911,0.00620339077427657,0.014555465763254985,False,False,False
EEZ_478,Mauritania,LME_027,Canary Current,173096.20192285252,1123299.8683993171,172669.22513031858,0.9975332977396913,0.1537160556925634,0.15409616505120008,False,False,False
EEZ_488,Hawaii Northwest Islands (USA),LME_010,Insular Pacific-Hawaiian,1575391.8710068562,980512.2770259965,654839.9117833031,0.41566795146961455,0.6678548827246773,1.606702851070051,False,False,False
EEZ_500,Montserrat (UK),LME_012,Caribbean Sea,7188.4596357846785,3262576.84767364,7168.153292627734,0.9971751468067153,0.0021970833568989924,0.0022033073767780717,False,False,False
EEZ_508,Mozambique,LME_030,Agulhas Current,566413.8347150033,2626846.36963807,564742.289339204,0.9970488973373323,0.2149887012299904,0.21562503283853804,False,False,False
EEZ_512,Oman,LME_032,Arabian Sea,547384.9956572816,3931902.1047515674,546536.2876581472,0.9984495227200824,0.13900048197987355,0.1392163337423345,False,False,False
EEZ_516,Namibia,LME_029,Benguela Current,560103.1998429117,1458156.5656590832,557313.8321717926,0.9950199040607135,0.38220438414985164,0.3841173252816966,False,False,False
EEZ_528,Netherlands,LME_022,North Sea,61829.80129591206,696532.8905595425,61664.944586457976,0.9973337014514232,0.08853127457760246,0.08876795645104801,False,False,False
EEZ_540,New Caledonia (France),LME_040,Northeast Australian Shelf-Great Barrier Reef,1364197.552630788,1281812.9017148397,4702.957138403012,0.0034474164898871066,0.0036689887674802497,1.0642719782315595,False,False,False
EEZ_540,New Caledonia (France),LME_041,East-Central Australian Shelf,1364197.552630788,651954.7372632008,1917.2148345698586,0.0014053791775777665,0.0029407176986212453,2.0924727970494787,False,False,False
EEZ_554,New Zealand,LME_046,New Zealand Shelf,3473197.167140932,968277.8585268654,866218.9936120085,0.2494010423039309,0.8945975434467449,3.58698398043,False,False,False
EEZ_566,Nigeria,LME_028,Guinea Current,212892.55769140885,1918690.5432233866,208574.1470856653,0.9797155398358116,0.10870650706145775,0.11095721425392072,False,False,False
EEZ_578,Norway,LME_020,Barents Sea,938451.5065379218,2001350.9660391603,290814.6785908666,0.3098878062050563,0.14530918540810112,0.4689090131928211,False,False,False
EEZ_578,Norway,LME_021,Norwegian Sea,938451.5065379218,1060118.1873210357,484596.3651595365,0.5163786959512483,0.45711541501248304,0.8852329087093858,False,False,False
EEZ_578,Norway,LME_022,North Sea,938451.5065379218,696532.8905595425,155145.2260804061,0.16532045076336274,0.2227392678553543,1.3473182950255802,False,False,False
EEZ_579,Jan Mayen Isl. (Norway),LME_019,Greenland Sea,305376.5402938453,1208537.6311131367,145545.2919919093,0.476609276704294,0.12043091439184499,0.25268269057751636,False,False,False
