unit_id,eez_unit_id,eez_name,sau_region_id,area_km2,lme_union_intersection_km2,lme_overlap_fraction_of_eez,hs_union_intersection_km2,hs_overlap_fraction_of_eez,uncovered_by_lme_or_hs_km2,geometry_repaired,flag_add_low_lme_overlap,flag_prefer_eez_candidate,flag_review_110_120,prefer_eez_lme_ids,review_110_120_lme_ids,mostly_contained_lme_ids,mostly_contained_lme_count,max_lme_containment_fraction,max_eez_to_lme_area_ratio,max_eez_to_mostly_contained_lme_area_ratio
EEZ_153,EEZ_153,Easter Isl. (Chile),153,720251.4583650454,0.0,0.0,1.4568102450452534,2.0226411597307695e-06,720250.0015617382,False,True,False,False,,,,0,0.0,0.0,0.0
EEZ_154,EEZ_154,Desventuradas Isl. (Chile),154,449751.05945564446,0.0,0.0,29.259933519466458,6.50580646877879e-05,449721.79858920677,False,True,False,False,,,,0,0.0,0.0,0.0
EEZ_155,EEZ_155,Juan Fernandez Islands (Chile),155,503102.73879556305,4080.0904086684336,0.008109855292054746,17.441033363783692,3.4666941797092654e-05,499005.20808535523,False,True,False,False,,,,0,0.0015940044615852184,0.19655152948867904,0.0
EEZ_156,EEZ_156,China,156,2613096.913290415,2607739.454344189,0.997949766455665,0.0,0.0,5357.470237510266,True,False,False,False,,,,0,0.6263672596815184,5.932556412379066,0.0
EEZ_157,EEZ_157,Taiwan,157,1147428.8675345082,1146238.5674145387,0.9989626371153385,0.0,0.0,1190.3006391652875,True,False,False,False,,,,0,0.3091232058063244,1.4717033443027812,0.0
EEZ_162,EEZ_162,Christmas Isl. (Australia),162,326317.05112261674,0.0,0.0,120.61074455896247,0.0003696121429880225,326196.4411635516,False,True,False,False,,,,0,0.0,0.0,0.0
EEZ_166,EEZ_166,Cocos (Keeling) Isl. (Australia),166,464499.95185125654,0.0,0.0,814.6521371419475,0.0017538260959880953,463685.3002205829,True,True,False,False,,,,0,0.0,0.0,0.0
EEZ_174,EEZ_174,Comoros Isl.,174,231439.09730520734,230893.20354782563,0.9976413070922852,0.0,0.0,545.8934951975939,False,False,False,False,,,,0,0.07905666720586947,0.2753126152760138,0.0
EEZ_175,EEZ_175,Mayotte (France),175,66564.53664489921,66506.09368664381,0.9991220105900057,0.0,0.0,58.44270173605069,True,False,False,False,,,,0,0.02531784669836139,0.025340095033449007,0.0
EEZ_178,EEZ_178,"Congo, R. of",178,33792.9398921022,33682.66997879706,0.9967368949355332,0.0,0.0,110.26989272332257,False,False,False,False,,,,0,0.017555029964451907,0.01761250140699099,0.0
EEZ_180,EEZ_180,Congo (ex-Zaire),180,13151.36244471965,13099.237671266514,0.996036549545932,0.0,0.0,52.124571753349194,True,False,False,False,,,,0,0.006009103014642253,0.009019170337703254,0.0
EEZ_184,EEZ_184,Cook Islands,184,1960345.8962946818,0.0,0.0,137.58184527079507,7.018243338119222e-05,1960208.3146001515,True,True,False,False,,,,0,0.0,0.0,0.0
EEZ_191,EEZ_191,Croatia,191,56134.81411396706,55724.960883408385,0.99269876925705,0.0,0.0,409.8540451867391,True,False,False,False,,,,0,0.02204483514335488,0.022206973380105577,0.0
EEZ_192,EEZ_192,Cuba,192,352563.4221543121,350861.757668383,0.9951734514161135,0.0,0.0,1701.6631883185453,True,False,False,False,,,,0,0.0903921364918693,0.23006677186084742,0.0
EEZ_197,EEZ_197,Cyprus (North),197,17555.247741041076,17474.78948393912,0.9954168543623648,0.0,0.0,80.45823376687449,False,False,False,False,,,,0,0.0069130394572061125,0.006944868802361604,0.0
EEZ_198,EEZ_198,Cyprus (South),198,80948.3455476028,80803.57254860135,0.9982115385061661,0.0,0.0,144.7739171330594,False,False,False,False,,,,0,0.0319659521978848,0.03202322450181469,0.0
EEZ_204,EEZ_204,Benin,204,35693.59622507248,35439.778364044076,0.9928889804370535,20.922270802069715,0.0005861631501107516,253.81783474723557,False,False,False,False,,,,0,0.018470815155270166,0.01860310217879507,0.0
EEZ_212,EEZ_212,Dominica,212,28621.6644516181,15849.358869789028,0.5537539193983877,0.0,0.0,12772.305489125287,False,False,False,False,,,,0,0.004857926605189488,0.008772717329869669,0.0
EEZ_214,EEZ_214,Dominican Republic,214,377566.62882686494,232051.7406143485,0.614598120960412,0.0,0.0,145514.88887857684,False,False,False,False,,,,0,0.07112529495812843,0.11572650896976923,0.0
EEZ_218,EEZ_218,Ecuador (mainland),218,234368.6690185131,138902.81774784098,0.5926680316508895,0.0,0.0,95465.85126968741,True,False,False,False,,,,0,0.07009408523433382,0.1182687128223961,0.0
EEZ_219,EEZ_219,Galapagos Isl. (Ecuador),219,835646.4733697383,0.0,0.0,34.32922598293462,4.108103974220374e-05,835612.1441837808,False,True,False,False,,,,0,0.0,0.0,0.0
EEZ_222,EEZ_222,El Salvador,222,94248.68859363357,88848.93824858099,0.9427074219744918,0.0,0.0,5399.750614129578,True,False,False,False,,,,0,0.044835555905581324,0.04756041467423019,0.0
EEZ_226,EEZ_226,Equatorial Guinea,226,302959.3278481262,79558.89955054523,0.2626058755663341,0.0,0.0,223400.42833192088,False,False,False,False,,,,0,0.04146520648237878,0.15789900508872923,0.0
EEZ_233,EEZ_233,Estonia,233,36339.615107312,35687.41928133159,0.9820527591155147,0.0,0.0,652.1971777125171,False,False,False,False,,,,0,0.09001861027043917,0.09166372115436484,0.0
EEZ_234,EEZ_234,Faeroe Isl. (Denmark),234,272076.4346233961,232789.07953940396,0.8556017718389575,73.58754524559646,0.0002704664420770405,39287.356704353704,True,False,True,False,LME_060,,LME_060,1,0.9882425936116437,2.611430109768178,2.611430109768178
EEZ_238,EEZ_238,Falkland Isl. (UK),238,550413.2949961914,234808.65587391448,0.42660425903327653,4.760315814280201,8.648620695677672e-06,315599.8741549809,True,False,False,False,,,,0,0.20063780758372868,0.47031365331042857,0.0
EEZ_239,EEZ_239,South Georgia & Sandwich Isl. (UK),239,1277378.995750381,0.0,0.0,353.26338331306033,0.0002765533052354129,1277025.730729948,False,True,False,False,,,,0,0.0,0.0,0.0
