functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,61.7139144487,4.055072874565252,1135.2012863396503,70057.71506721938
Large bathydemersals (>=90 cm),3.7911990302,4.363078547028269,2307.1644275525505,8746.919540249168
Large benthopelagics (>=90 cm),85.4575409016,4.09374269620768,1240.916891328203,106045.70599616623
Large demersals (>=90 cm),29.886499595,3.8045528166514946,637.60661874329,19055.829952840657
Large flatfishes (>=90 cm),802.477826399,3.311002690689773,204.64573155979784,164223.6618439398
Large pelagics (>=90 cm),0.1266030537,4.039714150686399,1095.7567400169369,138.7261493985012
Large rays (>=90 cm),32.483008064,3.816830355261552,655.889011942774,21305.248064026124
Large reef assoc. fish (>=90 cm),3.8172645458,3.2882183771267615,194.1862062366628,741.2601203506198
Large sharks (>=90 cm),45.911193261,4.065906821250437,1163.87629063488,53434.94931123378
"Lobsters, crabs",509.5456188952999,3.0976762119568644,125.22072443271956,63805.6715295879
Medium bathydemersals (30 - 89 cm),32.3238633549,4.459999999999999,2884.0315031266,93223.04021829106
Medium benthopelagics (30 - 89 cm),385.92061585230005,4.325962460199954,2118.17803502519,817448.5717617362
Medium demersals (30 - 89 cm),249.2758960123,3.611673343809979,408.9529485588543,101942.11267888044
Medium pelagics (30 - 89 cm),82.06064285469998,3.555080946670614,358.9888391178772,29458.85491567547
Medium reef assoc. fish (30 - 89 cm),0.8856285745999999,3.3404828121418664,219.01951460820183,193.96994053204563
Other demersal invertebrates,268.3101772053,2.249675295502841,17.76950359027712,4767.73865715747
Shrimps,897.6827039209,3.1868518430457216,153.7629997579567,138030.38538571127
Small demersals (<30 cm),0.000247091,3.08,120.22644346174131,0.029706872141405122
Small pelagics (<30 cm),10.1059887711,3.1127944170619664,129.65653676814873,1310.3075046786253
Small reef assoc. fish (<30 cm),5.2911e-06,3.11,128.82495516931337,0.000681625720296354
Small to medium flatfishes (<90 cm),942.5531017769,3.2944012700641188,196.97053751583837,185655.19109421672
Small to medium rays (<90 cm),9.149719329000002,3.848392948669868,705.3309622087385,6453.580338263464
Small to medium sharks (<90 cm),29.3430447979,3.8294906857944047,675.2905710510723,19815.081477951087
