commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,187682.1619667398,3.1400778689222246,138.06317894423154,25911995.912254244
Cod-likes,19978.729052350303,4.159708486666664,1444.4698676097014,28858672.109258536
Crustaceans,484135.21438304894,2.964334889738201,92.11596152992666,44596580.78339174
Flatfishes,46660.932750606094,3.332067180923202,214.81627472794395,10023527.748816317
Herring-likes,64539.287668388795,3.076729052839942,119.32434328055292,7701108.116825181
Molluscs,52124.8411629886,2.106265028030594,12.772179927984096,665747.8500512822
Other fishes & inverts,1045454.0903021037,3.5572331632747782,360.77228183916526,377170857.7163787
Perch-likes,748570.7103791169,3.767996098077302,586.1328983740488,438761920.1124324
"Salmon, smelts, etc",1.5035095232,3.3,199.52623149688787,299.9895891837787
Scorpionfishes,9348.579593122402,3.7379441413843826,546.9456106543057,5113164.5743107125
Sharks & rays,58.2602215919,4.051094666688289,1124.8501399477532,65534.018411035824
Tuna & billfishes,423.65790972630003,4.413836020294272,2593.2000439673648,1098629.710129363
