functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,4,4,57.96297612699999,57.96297612699999,0.0,1.0,596.6961107825723,34586.28242436398,3.7599082002254627,575.3183155434548,33347.161789271115,1239.1206350928624,1.037158203835252,0.037158203835251986
Large benthopelagics (>=90 cm),2,2,31.557038376199998,31.557038376199998,0.0,1.0,664.1887379800766,20959.829493477122,2.6006183031777383,39.86743576675146,1258.0982004520642,19701.73129302506,16.65993122472138,15.65993122472138
Large demersals (>=90 cm),2,2,7.840549234,7.840549234,0.0,1.0,1800.3057522619124,14115.38588686293,4.201229002720653,1589.3846074010032,12461.648266089327,1653.7376207736033,1.1327061706013448,0.13270617060134485
Large pelagics (>=90 cm),4,4,4.1651307463,4.1651307463,0.0,1.0,2667.636299952279,11111.053972877206,4.42402060045483,2654.7314843191775,11057.303728508443,53.75024436876265,1.00486106248761,0.004861062487610006
Large rays (>=90 cm),3,3,6.838959379,6.838959379,0.0,1.0,390.48294598827164,2670.4970058060408,3.5369275021161077,344.29245235007437,2354.6020961184518,315.894909687589,1.1341606338533121,0.1341606338533122
Large reef assoc. fish (>=90 cm),2,2,17.964032721000002,17.964032721000002,0.0,1.0,2352.0193929429315,42251.75333525339,4.29834928373709,1987.6928876724037,35706.980073446044,6544.773261807342,1.1832911449902885,0.18329114499028853
Large sharks (>=90 cm),3,3,7.838959379,7.838959379,0.0,1.0,684.9026056126565,5368.923703968872,3.818237911048882,658.0182078794842,5158.178002209655,210.7457017592178,1.0408566167489641,0.04085661674896423
"Lobsters, crabs",6,6,15.241463312999999,15.241463312999999,0.0,1.0,171.278303722991,2610.5319825068386,3.0680016772816017,116.95039077330262,1782.4950904123054,828.0368920945332,1.464538105349284,0.4645381053492841
Medium bathydemersals (30 - 89 cm),1,1,16.999999997,16.999999997,0.0,1.0,2884.031503126606,49028.535544500206,4.46,2884.031503126606,49028.535544500206,0.0,1.0,0.0
Medium benthopelagics (30 - 89 cm),6,6,32.925279934,32.925279934,0.0,1.0,889.297916478202,29280.38284476775,3.5651926638295173,367.44527220436436,12098.238447753527,17182.144397014225,2.4202186930945064,1.4202186930945064
Medium demersals (30 - 89 cm),8,8,333.5775742515,333.5775742515,0.0,1.0,188.9714139675147,63036.625874159574,3.2347412846747083,171.6885309753482,57271.44368956016,5765.182184599413,1.1006641672217934,0.10066416722179347
Medium pelagics (30 - 89 cm),10,10,109.30549618210001,109.30549618210001,0.0,1.0,1295.696915713182,141626.794273646,3.9617965853870944,915.7914517520569,100101.03903308428,41525.75524056172,1.4148384036936628,0.4148384036936628
Medium reef assoc. fish (30 - 89 cm),3,3,52.06419459299999,52.06419459299999,0.0,1.0,318.7722102241336,16596.61838394999,3.468353716148689,294.00432292009447,15307.098279695005,1289.5201042549852,1.0842432759424785,0.08424327594247856
Other demersal invertebrates,2,2,58.560043115,58.560043115,0.0,1.0,11.98705860005372,701.9626684411774,2.076742509987136,11.932804074896852,698.7855211088073,3.1771473323700548,1.004546670239144,0.00454667023914387
Shrimps,2,2,48.923523157,48.923523157,0.0,1.0,189.51019679858226,9271.506501563066,3.269808859792047,186.12677815345916,9105.97774112856,165.5287604345067,1.018178032622117,0.018178032622117053
Small benthopelagics (<30 cm),1,1,1.899153223,1.899153223,0.0,1.0,239.88329190194898,455.5751269594362,3.38,239.88329190194898,455.5751269594362,0.0,1.0,0.0
Small demersals (<30 cm),1,1,1.7460099960000002,1.7460099960000002,0.0,1.0,380.1893963205613,663.8144863489057,3.58,380.1893963205613,663.8144863489057,0.0,1.0,0.0
Small pelagics (<30 cm),7,7,844.026219491,844.026219491,0.0,1.0,135.43944552685798,114314.44317799117,3.124769615631311,133.28142138290988,112493.01421820436,1821.4289597868046,1.016191485066386,0.016191485066386006
Small to medium flatfishes (<90 cm),2,2,38.575259802000005,38.575259802000005,0.0,1.0,359.0785562225289,13851.548595611119,3.547280835917674,352.5988048606859,13601.59050337566,249.95809223545803,1.0183771223059115,0.018377122305911438
Small to medium rays (<90 cm),1,1,10.0,10.0,0.0,1.0,316.22776601683796,3162.2776601683795,3.5,316.22776601683796,3162.2776601683795,0.0,1.0,0.0
