functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,5,5,1128.9740678458002,1128.9740678458002,0.0,1.0,627.8381272040031,708812.9644181923,3.793678926867843,621.8403897044726,702041.6743154761,6771.290102716186,1.0096451398121322,0.009645139812132256
Large bathydemersals (>=90 cm),5,5,608.7961961883999,608.7961961883999,0.0,1.0,1575.4792496787218,959145.7743781601,4.195511132253915,1568.5961049291946,954955.3420368339,4190.432341326261,1.0043880924655475,0.004388092465547599
Large bathypelagics (>=90 cm),2,2,42.137356414900005,42.137356414900005,0.0,1.0,2187.7225223366663,92184.84366060415,4.339991116209467,2187.7168722475867,92184.60558078683,0.23807981732534245,1.0000025826418177,2.582641817745795e-06
Large benthopelagics (>=90 cm),9,9,6468.236210026399,6468.236210026399,0.0,1.0,2587.5555899583082,16736920.762424551,4.410887575217163,2575.654317168352,16659940.518819153,76980.24360539764,1.0046206793786834,0.004620679378683277
Large demersals (>=90 cm),9,9,6006.0747995453,6006.0747995453,0.0,1.0,1105.6784224037895,6640787.309200404,4.041239092272968,1099.611042026845,6604346.168819183,36441.14038122166,1.0055177514094082,0.005517751409408195
Large pelagics (>=90 cm),25,25,23408.2091660222,23408.2091660222,0.0,1.0,2643.306534226118,61875072.24307819,4.391522203883495,2463.3277759273474,57662091.82337961,4212980.419698574,1.073063260219609,0.07306326021960902
Large rays (>=90 cm),10,10,9089.333247651499,9089.333247651499,0.0,1.0,527.5538098344539,4795112.383653518,3.714920149174662,518.70465940001,4714679.506396257,80432.8772572605,1.0170600943602084,0.017060094360208312
Large reef assoc. fish (>=90 cm),14,14,1182.8073413186003,1182.8073413186003,0.0,1.0,451.71760612470075,534294.9007271599,3.560210243995016,363.25386511069297,429659.3384152842,104635.56231187575,1.2435314514466365,0.24353145144663652
Large sharks (>=90 cm),27,27,21692.304022246804,21692.304022246804,0.0,1.0,1243.8703475491177,26982413.743293256,4.021397854759408,1050.5043491715999,22787859.718922857,4194554.024370398,1.1840696790355996,0.18406967903559956
"Lobsters, crabs",8,8,1015.2373884796,1015.2373884796,0.0,1.0,391.3723181621416,397335.81021413975,3.5564888179999388,360.1544771955502,365642.29087724607,31693.51933689369,1.0866790306472889,0.08667903064728878
Medium bathydemersals (30 - 89 cm),2,2,884.0317484727,884.0317484727,0.0,1.0,3081.9323536431166,2724526.047265708,4.488501982637864,3079.654400685135,2722512.2645293246,2013.7827363833785,1.0007396781137115,0.0007396781137114645
Medium benthopelagics (30 - 89 cm),14,14,3223.4317297621,3223.4317297621,0.0,1.0,1368.2673483645203,4410516.385515648,4.10872282449673,1284.4666257666345,4140390.4773166305,270125.9081990174,1.065241650438266,0.06524165043826612
Medium demersals (30 - 89 cm),37,37,152028.97673790538,152028.97673790538,0.0,1.0,521.0670871584366,79217296.07249807,3.5893890072029437,388.4981966417494,59062983.299966715,20154312.772531353,1.341234249380402,0.34123424938040187
Medium pelagics (30 - 89 cm),15,15,4261.2009268325,4261.2009268325,0.0,1.0,1168.2866410933132,4978304.117832854,3.9251654245522567,841.7156935570282,3586719.6935146693,1391584.424318185,1.3879824862908523,0.3879824862908523
Medium reef assoc. fish (30 - 89 cm),29,29,1547.1141481054,1547.1141481054,0.0,1.0,778.1490695420191,1203885.4348235107,3.7742523048833774,594.6375150116486,919972.1124687587,283913.322354752,1.3086107921172376,0.3086107921172376
Other demersal invertebrates,7,7,3973.2032768271997,3973.2032768271997,0.0,1.0,12.381469033911099,49194.09333747008,2.0784048706608114,11.978567118464811,47593.28212677893,1600.8112106911503,1.0336352346204432,0.03363523462044309
Shrimps,8,8,10854.241242929,10854.241242929,0.0,1.0,59.95151999433141,650728.2608987546,2.725137929570111,53.10530770258588,576417.8210838428,74310.4398149118,1.1289176654448076,0.1289176654448076
Small benthopelagics (<30 cm),3,3,608.0292341077,608.0292341077,0.0,1.0,414.7480987192597,252178.96881189622,3.179649620130363,151.23406307532352,91954.73154268455,160224.23726921168,2.74242515399914,1.7424251539991398
Small demersals (<30 cm),9,9,4492.856275167201,4492.856275167201,0.0,1.0,333.6823605152443,1499186.8873535194,3.504429365530371,319.46947314053085,1435330.4271237934,63856.46022972604,1.0444890312523267,0.04448903125232682
Small pelagics (<30 cm),15,15,28576.717517410503,28576.717517410503,0.0,1.0,265.484052341304,7586662.769134869,3.1828240086216777,152.34352792099332,4353477.963003966,3233184.806130903,1.7426670890737566,0.7426670890737566
Small reef assoc. fish (<30 cm),5,5,52.254157327799994,52.254157327799994,0.0,1.0,1011.5112060731468,52855.665700978934,3.5682788921369872,370.06574967884643,19337.473905348692,33518.19179563024,2.733328353004743,1.733328353004743
Small to medium flatfishes (<90 cm),2,2,999.6871411252,999.6871411252,0.0,1.0,244.47917993284625,244402.69245170042,3.368495957037971,233.61243545191186,233539.3477282171,10863.344723483315,1.0465161217120706,0.046516121712070556
Small to medium rays (<90 cm),3,3,62.5574697396,62.5574697396,0.0,1.0,319.1667953258611,19966.26714048266,3.5036843723176054,318.9219216985541,19950.94846595238,15.318674530280987,1.0007678168562473,0.0007678168562473771
Small to medium sharks (<90 cm),1,1,10225.6885757543,10225.6885757543,0.0,1.0,389.04514499428046,3978254.494620689,3.5899999999999994,389.04514499428007,3978254.494620685,4.190951585769653e-09,1.000000000000001,1.0534649282585046e-15
