commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,6,6,590.7311473911001,590.7311473911001,0.0,1.0,124.19926085867944,73368.37187217425,2.9492088307869455,88.96287936155008,52553.143800464495,20815.228071709753,1.396079598030171,0.39607959803017107
Cod-likes,6,6,7446.672923409101,7446.672923409101,0.0,1.0,890.0051895995484,6627577.54708454,3.901907363072741,797.8244896364057,5941138.024608107,686439.5224764328,1.1155400732373513,0.11554007323735122
Crustaceans,16,16,11869.4786314086,11869.4786314086,0.0,1.0,88.29908234886948,1048064.0711128945,2.79624623441564,62.55272510010138,742468.2339120297,305595.8372008648,1.4115944942057588,0.4115944942057587
Flatfishes,2,2,999.6871411252,999.6871411252,0.0,1.0,244.47917993284625,244402.69245170042,3.368495957037971,233.61243545191186,233539.3477282171,10863.344723483315,1.0465161217120706,0.046516121712070556
Herring-likes,9,9,28634.4769196915,28634.4769196915,0.0,1.0,269.07831434515765,7704916.781705911,3.1946357043076583,156.54373961536058,4482548.098938239,3222368.6827676725,1.7188698507286382,0.7188698507286382
Molluscs,7,7,3973.2032768271997,3973.2032768271997,0.0,1.0,12.381469033911099,49194.09333747008,2.0784048706608114,11.978567118464811,47593.28212677893,1600.8112106911503,1.0336352346204432,0.03363523462044309
Other fishes & inverts,40,40,26800.5455220326,26800.5455220326,0.0,1.0,427.1567642468562,11448034.305242017,3.4551262173780435,285.1846968676009,7643105.450587206,3804928.8546548113,1.497824984785796,0.4978249847857962
Perch-likes,121,121,150297.70461451498,150297.70461451498,0.0,1.0,710.894820952549,106845859.81151472,3.6874578076365006,486.92021783484665,73182991.07097708,33662868.74053764,1.4599821385803904,0.4599821385803903
Scorpionfishes,1,1,0.8331538576,0.8331538576,0.0,1.0,602.5595860743575,502.0248435717102,3.78,602.5595860743575,502.0248435717102,0.0,1.0,0.0
Sharks & rays,41,41,41069.883315392195,41069.883315392195,0.0,1.0,871.0944371078814,35775746.888707936,3.8453709373209617,700.4399967149654,28766988.934517324,7008757.954190612,1.2436389143870685,0.24363891438706844
Tuna & billfishes,15,15,20748.883331556008,20748.883331556008,0.0,1.0,2736.165190066827,56772372.30456136,4.435186635225594,2723.8716226851193,56517294.50922969,255077.79533167183,1.0045132697441845,0.004513269744184512
