functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Krill,2,2,0.24526900000000004,0.24526900000000004,0.0,1.0,42.294562678995,10.373545093714426,2.2499975537063386,42.294540583446945,10.373539674361451,5.419352975266634e-06,1.0000005224208077,5.224208076883096e-07
Large bathydemersals (>=90 cm),1,1,0.263086,0.263086,0.0,1.0,1450.450424461182,381.5932003697945,3.43,1450.450424461182,381.5932003697945,0.0,1.0,0.0
Large benthopelagics (>=90 cm),1,1,3332.822494,3332.822494,0.0,1.0,15007.428609226863,50017095.645930424,4.21,15007.428609226863,50017095.645930424,0.0,1.0,0.0
Large rays (>=90 cm),1,1,1.59718,1.59718,0.0,1.0,2487.0716021897506,3972.301021585426,3.61,2487.0716021897506,3972.301021585426,0.0,1.0,0.0
Large reef assoc. fish (>=90 cm),2,2,0.033862,0.033862,0.0,1.0,952.738209186339,32.261621239467814,3.289662453487685,952.619641948692,32.257606315666614,0.004014923801200609,1.0001244644057563,0.00012446440575631534
"Lobsters, crabs",2,2,0.020435000000000002,0.020435000000000002,0.0,1.0,203.54059575069743,4.159352074165502,2.736026425250795,181.39380569218142,3.7067824193197274,0.45256965484577494,1.1220923171770172,0.1220923171770171
Medium bathydemersals (30 - 89 cm),1,1,0.02568,0.02568,0.0,1.0,2206.2112196552644,56.65550412074719,3.57,2206.2112196552644,56.65550412074719,0.0,1.0,0.0
Medium bathypelagics (30 - 89 cm),1,1,0.057662,0.057662,0.0,1.0,1635.0991368927735,94.2830864315111,3.47,1635.0991368927735,94.2830864315111,0.0,1.0,0.0
Medium benthopelagics (30 - 89 cm),6,6,123.031462,123.031462,0.0,1.0,2214.6005793151885,272465.54701919464,3.568778327124163,2198.151674284832,270441.81418501073,2023.732834183902,1.0074830618936739,0.00748306189367394
Medium demersals (30 - 89 cm),4,4,100.48988800000002,100.48988800000002,0.0,1.0,954.6304106814391,95930.70305077184,3.2896090001612888,952.4671094112889,95713.31314842419,217.38990234765515,1.002271260864312,0.002271260864312001
Medium pelagics (30 - 89 cm),1,1,0.39734,0.39734,0.0,1.0,1325.7816069359944,526.786063699948,3.4,1325.7816069359944,526.786063699948,0.0,1.0,0.0
Other demersal invertebrates,1,1,0.000397,0.000397,0.0,1.0,26.985656953471274,0.010713305810528095,2.1,26.985656953471274,0.010713305810528095,0.0,1.0,0.0
Shrimps,1,1,6.5e-05,6.5e-05,0.0,1.0,162.83621261476185,0.01058435381995952,2.7,162.83621261476185,0.01058435381995952,0.0,1.0,0.0
Small bathydemersals (<30 cm),1,1,0.00157,0.00157,0.0,1.0,953.5834171618228,1.4971259649440618,3.29,953.5834171618228,1.4971259649440618,0.0,1.0,0.0
Small bathypelagics (<30 cm),2,2,0.00089,0.00089,0.0,1.0,1215.923082712204,1.0821715436138615,3.3687640449438208,1207.349690513552,1.0745412245570614,0.007630319056800117,1.0071010016948818,0.007101001694881855
Small demersals (<30 cm),2,2,0.041961000000000005,0.041961000000000005,0.0,1.0,543.1256078582544,22.790093631340216,3.101417983365506,542.0106620877576,22.7433093918644,0.04678423947581578,1.0020570550516519,0.0020570550516518567
Small pelagics (<30 cm),2,2,0.029945,0.029945,0.0,1.0,855.3941464831682,25.61477771643847,3.252102187343463,851.240932961149,25.490409737521606,0.12436797891686524,1.004879010584667,0.004879010584666944
Small to medium rays (<90 cm),1,1,0.26867699999999994,0.26867699999999994,0.0,1.0,2720.9413995404984,731.0543724043423,3.64,2720.9413995404984,731.0543724043423,0.0,1.0,0.0
