unit_id,region_name,region_type,year,taxon,common_name,functional_group,commercial_group,catch_tonnes,landings_tonnes,discards_tonnes,reported_tonnes,unreported_tonnes,taxon_key,tl,match_method,tl_source,match_confidence,reference_taxon,sppr,ppr
HS_087,"Pacific, Southeast",High Seas,2019,Katsuwonus pelamis,Skipjack tuna,Large pelagics (>=90 cm),Tuna & billfishes,142501.5608518861,141958.19638060822,543.3644712779,141958.19638060822,543.3644712779,katsuwonus pelamis,4.43,exact_2020_supplement,2020 supplement MeanTL,high,Katsuwonus pelamis,2691.534803926914,383547910.64676046
HS_087,"Pacific, Southeast",High Seas,2019,Thunnus albacares,Yellowfin tuna,Large pelagics (>=90 cm),Tuna & billfishes,49041.6830071137,47821.220077188,1220.4629299256999,47821.220077188,1220.4629299256999,thunnus albacares,4.41,exact_2020_supplement,2020 supplement MeanTL,high,Thunnus albacares,2570.3957827688646,126056535.18137255
HS_087,"Pacific, Southeast",High Seas,2019,Thunnus obesus,Bigeye tuna,Large pelagics (>=90 cm),Tuna & billfishes,33526.54556593,33417.892253423,108.653312507,33417.892253423,108.653312507,thunnus obesus,4.49,exact_2020_supplement,2020 supplement MeanTL,high,Thunnus obesus,3090.295432513592,103606930.63035229
HS_087,"Pacific, Southeast",High Seas,2019,Xiphias gladius,Swordfish,Large pelagics (>=90 cm),Tuna & billfishes,4496.1807411462005,4278.9458162182,217.234924928,4278.9458162182,217.234924928,xiphias gladius,4.53,exact_2020_supplement,2020 supplement MeanTL,high,Xiphias gladius,3388.4415613920273,15235045.690830193
HS_087,"Pacific, Southeast",High Seas,2019,Thunnus alalunga,Albacore,Large pelagics (>=90 cm),Tuna & billfishes,3850.6003997620996,3849.4567211876997,1.1436785744,3849.4567211876997,1.1436785744,thunnus alalunga,4.3,exact_2020_supplement,2020 supplement MeanTL,high,Thunnus alalunga,1995.2623149688789,7682957.867649417
HS_087,"Pacific, Southeast",High Seas,2019,Prionace glauca,Blue shark,Large sharks (>=90 cm),Sharks & rays,2449.8344272198,0.0,2449.8344272198,0.0,2449.8344272198,prionace glauca,4.35,exact_2020_supplement,2020 supplement MeanTL,high,Prionace glauca,2238.7211385683377,5484496.118209423
HS_087,"Pacific, Southeast",High Seas,2019,Elasmobranchii,"Sharks, rays, skates",Large sharks (>=90 cm),Sharks & rays,2230.4557003566,1558.8926450773,671.5630552793,1558.8926450773,671.5630552793,elasmobranchii,4.05,exact_sea_around_us,Sea Around Us exploited organisms,high,Elasmobranchii,1122.018454301963,2502612.4573031147
HS_087,"Pacific, Southeast",High Seas,2019,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,2057.6531137176,0.0,2057.6531137176,0.0,2057.6531137176,marine fishes not identified,3.28,exact_sea_around_us,Sea Around Us exploited organisms,high,Marine fishes not identified,190.54607179632464,392077.7179383647
HS_087,"Pacific, Southeast",High Seas,2019,Marine pelagic fishes not identified,Pelagic fishes,Medium pelagics (30 - 89 cm),Other fishes & inverts,1045.8807369423,950.8786498253,95.002087117,950.8786498253,95.002087117,marine pelagic fishes not identified,3.35,exact_sea_around_us,Sea Around Us exploited organisms,high,Marine pelagic fishes not identified,223.872113856834,234143.53142141603
HS_087,"Pacific, Southeast",High Seas,2019,Coryphaena,Dolphinfishes,Large pelagics (>=90 cm),Perch-likes,1032.4228624909,1032.4228624909,0.0,1032.4228624909,0.0,coryphaena,4.49,exact_sea_around_us,Sea Around Us exploited organisms,high,Coryphaena,3090.295432513592,3190491.656378236
