commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Other fishes & inverts,3103.5338506599,3.303589770599858,201.18230079829095,624376.0806811382
Perch-likes,2995.8482341383,4.352473056019792,2251.505727178768,6745169.456920782
Sharks & rays,5079.5806851539,4.226346799779315,1684.0182735176274,8554106.695606358
Tuna & billfishes,234703.4549035905,4.434697104734626,2720.80304353966,638581874.4309623
