functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Large pelagics (>=90 cm),236557.1475302183,4.434705693139511,2720.856849402218,643638135.1326454
Large sharks (>=90 cm),5079.5806851539,4.226346799779315,1684.0182735176274,8554106.695606358
Medium demersals (30 - 89 cm),2057.6531137176,3.28,190.54607179632464,392077.7179383647
Medium pelagics (30 - 89 cm),2188.0363444528,3.8027029285536584,634.8964935852359,1389176.6029301404
