system,layer,region_id,title,polygon_area_km2,water_area_km2,npp_central_tC_yr,npp_observed_tC_yr,npp_no_nn_tC_yr,npp_all_fills_tC_yr,npp_mean_year_tC_yr,fill_uplift_pct,mean_rate_mgC_m2_d,area_obs_pct,npp_obs_pct,area_dark_pct,npp_dark_pct,area_clim_pct,npp_clim_pct,area_nn_near_pct,npp_nn_near_pct,area_nn_far_pct,npp_nn_far_pct,anomaly_factor_min,anomaly_factor_max
EEZ,eez,16,American Samoa,405594.14285714575,405548.98767301475,38454503.039300345,38454503.039300345,38454503.039300345,38454503.03930034,38455964.148879096,0.0,259.7831730561326,99.99999999999999,100.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8911260002553226,1.1143372955551867
EEZ,eez,28,Antigua & Barbuda,111400.43869912229,111350.91030578806,17319425.699027028,17319425.699027028,17319425.699027028,17319425.699027024,16239953.677338263,0.0,426.13465158830263,100.00000000000001,100.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8802169959271323,1.311039599626223
EEZ,eez,37,Macquarie Isl. (Australia),473885.58188230393,473839.1821519147,29843674.026471116,28431157.64778747,29191565.683705967,31501146.07089981,31517336.165056,4.968198608661201,172.5553596309999,75.71038692594598,90.25435958360784,0.0,0.0,3.5636497836862855,2.413905939190415,4.320824547573803,2.07010989789846,16.405138742793916,5.261624579303282,0.8280473377239937,1.4703112682567134
EEZ,eez,38,Lord Howe Isl. (Australia),541677.4668252923,541677.4668252923,79140274.44567217,79140274.44567217,79140274.44567217,79140274.44567218,75139391.1145375,0.0,400.28002454106576,99.99999999999997,99.99999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0103046357177485,1.1860630080101005
EEZ,eez,44,Bahamas,621261.4978295771,619028.9914125121,96448658.39557056,96442730.91918752,96442730.91918752,96448658.39557055,95729198.34526488,0.006146110055738063,426.8667596826726,99.9950670479451,99.99385426766776,0.0,0.0,0.0,0.0,0.004932952054874533,0.006145732332263658,0.0,0.0,0.9495484992109013,1.1177313868578447
EEZ,eez,52,Barbados,184924.7974455609,184824.25078884442,54234006.03120098,54234006.03120098,54234006.03120098,54234006.03120098,51700059.38349047,0.0,803.9330188518187,100.00000000000003,99.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8525677011682892,1.3841476700026054
EEZ,eez,60,Bermuda (UK),450594.11491945974,450594.11491945974,47230720.27578692,47230720.27578692,47230720.27578692,47230720.27578693,49763911.37559013,0.0,287.174708563209,100.00000000000001,99.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8596111296163379,1.0323635164971987
EEZ,eez,74,Bouvet Isl. (Norway),439210.0878568181,439183.90689272474,25685471.69279423,23569768.513204716,24871031.55599397,26422261.11566883,26181326.420706913,8.976342633166778,160.2316346712422,68.93678274999505,89.20420705110458,0.0,0.0,9.498715415604288,4.924873904972432,6.430272585917049,3.0824013631342275,15.134229248483592,2.7885176807887837,0.724670969142896,1.1911824865798597
EEZ,eez,77,Trindade & Martim Vaz Isl. (Brazil),469862.5925954977,469862.5925954977,41195562.18039901,41195562.18039901,41195562.18039901,41195562.18039901,42249048.83321736,0.0,240.20757493258435,100.00000000000001,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.874053875934642,1.064073243126294
EEZ,eez,90,Solomon Isl.,1605013.9190834365,1601943.2144568851,202764303.1805677,202764303.1805677,202764303.1805677,202764303.18056774,221937800.0476393,0.0,346.77798428654717,100.0,99.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8570026428548981,0.9423219100154558
EEZ,eez,92,British Virgin Isl. (UK),81205.20326694945,81189.34331245301,10486420.713145139,10486420.713145139,10486420.713145139,10486420.713145139,9693355.431495234,0.0,353.86318684061604,99.99999999999999,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8278911711568705,1.6624867842980107
EEZ,eez,132,Cape Verde,799056.2477067503,798501.8901513879,186168131.10247326,186168131.10247326,186168131.10247326,186168131.10247326,176159258.90684465,0.0,638.7582553582323,99.99999999999997,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8466016866178367,1.3063908273884866
EEZ,eez,153,Easter Isl. (Chile),721513.7662241973,721474.5192657171,43744757.03329562,43744757.03329562,43744757.03329562,43744757.033295624,45313618.184279464,0.0,166.11626080469992,100.0,99.99999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8277822936964256,1.0063349156606625
EEZ,eez,154,Desventuradas Isl. (Chile),450581.6879599838,450581.6879599838,48920605.738904856,48920605.738904856,48920605.738904856,48920605.73890486,53077066.015695505,0.0,297.4578426072666,99.99999999999999,99.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7945756574728261,1.0069361190702957
EEZ,eez,155,Juan Fernandez Islands (Chile),503293.0728360895,503273.5167090559,66203755.15915217,66203755.15915217,66203755.15915217,66203755.159152165,69222705.3023624,0.0,360.4007465106123,99.99999999999999,100.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.873885620917428,1.0839367763869912
EEZ,eez,162,Christmas Isl. (Australia),327613.5791434394,327600.4232308,55613816.52853024,55613816.52853024,55613816.52853024,55613816.52853025,55665773.0468608,0.0,465.098973693222,99.99999999999997,99.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8632276824479739,1.2211656811047522
EEZ,eez,166,Cocos (Keeling) Isl. (Australia),466309.22260007064,466309.22260007064,66585527.63076324,66585527.63076324,66585527.63076324,66585527.63076323,68346284.57425123,0.0,391.21272807087274,99.99999999999999,100.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8725485112952815,1.1624587356029232
EEZ,eez,184,Cook Islands,1967220.7627803194,1967170.5672296223,222090733.4800551,222090733.4800551,222090733.4800551,222090733.48005506,208993737.58263123,0.0,309.31113605261174,99.99999999999999,100.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0408252850765816,1.1312422193805562
EEZ,eez,219,Galapagos Isl. (Ecuador),839378.5098786859,839017.1978198324,196474552.51906353,196474552.51906353,196474552.51906353,196474552.51906356,195994358.28686455,0.0,641.5678327648512,100.0,99.99999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8683045813906917,1.1431619806551772
EEZ,eez,226,Equatorial Guinea,304311.4366594668,304147.4455232251,134164431.95981129,134164431.95981129,134164431.95981129,134164431.95981129,127191172.01733942,0.0,1208.5381337296005,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8976403477545961,1.4503366802856337
