year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,1,21.5245849017,21.5245849017,0.0,True
1951,1,19.5450540541,19.5450540541,0.0,True
1952,3,51.234952632900004,51.234952632900004,0.0,True
1953,3,82.8183084876,82.8183084876,0.0,True
1954,52,693.6741797149,693.6741797149,0.0,True
1955,57,3565.8883373816,3565.8883373816,0.0,True
1956,56,2089.8534330776997,2089.8534330777,4.547473508864641e-13,True
1957,56,1990.513119157,1990.5131191570001,2.2737367544323206e-13,True
1958,74,9729.169470712799,9729.169470712799,0.0,True
1959,71,6392.7976667773,6392.7976667773,0.0,True
1960,70,6133.5216124036,6133.521612403601,9.094947017729282e-13,True
1961,78,5291.2092342621,5291.2092342621,0.0,True
1962,84,5432.5396290240005,5432.539629024,-9.094947017729282e-13,True
1963,82,4515.9689671927,4515.9689671927,0.0,True
1964,96,3912.1018526092003,3912.1018526092,-4.547473508864641e-13,True
1965,102,11619.5153576602,11619.515357660199,-1.8189894035458565e-12,True
1966,106,20391.5901474339,20391.5901474339,0.0,True
1967,118,30755.18753432,30755.18753432,0.0,True
1968,116,19906.1817578657,19906.1817578657,0.0,True
1969,112,8937.4831112533,8937.483111253301,1.8189894035458565e-12,True
1970,156,19537.5658020807,19537.5658020807,0.0,True
1971,152,24027.3131147768,24027.3131147768,0.0,True
1972,155,26063.4456086903,26063.4456086903,0.0,True
1973,161,34052.027828936,34052.027828936,0.0,True
1974,154,26243.467193259003,26243.467193259,-3.637978807091713e-12,True
1975,150,13825.3702269945,13825.370226994499,-1.8189894035458565e-12,True
1976,174,15339.5642863566,15339.5642863566,0.0,True
1977,174,19882.6779538532,19882.6779538532,0.0,True
1978,200,70241.8872668436,70241.88726684361,1.4551915228366852e-11,True
1979,185,39381.3118251586,39381.3118251586,0.0,True
1980,211,60241.0285191823,60241.0285191823,0.0,True
1981,210,61987.321123433205,61987.3211234332,-7.275957614183426e-12,True
1982,230,69636.126816196,69636.126816196,0.0,True
1983,290,50257.1311925599,50257.1311925599,0.0,True
1984,238,51991.6789209517,51991.6789209517,0.0,True
1985,237,50520.2101761842,50520.2101761842,0.0,True
1986,241,57676.3226111256,57676.3226111256,0.0,True
1987,283,48540.6334787439,48540.6334787439,0.0,True
1988,330,73505.3618822864,73505.36188228641,1.4551915228366852e-11,True
1989,312,79360.8312617136,79360.8312617136,0.0,True
1990,359,56113.6861059663,56113.6861059663,0.0,True
1991,321,46558.2001292907,46558.2001292907,0.0,True
1992,405,86878.0845159238,86878.0845159238,0.0,True
1993,489,64235.4447298748,64235.444729874805,7.275957614183426e-12,True
1994,501,71523.7125171447,71523.71251714471,1.4551915228366852e-11,True
1995,489,27737.6413464452,27737.6413464452,0.0,True
1996,539,39025.4738740579,39025.4738740579,0.0,True
1997,566,47061.426209252,47061.426209252,0.0,True
1998,505,45135.0388244184,45135.0388244184,0.0,True
1999,558,42670.0143586076,42670.0143586076,0.0,True
2000,599,37308.9798799112,37308.9798799112,0.0,True
2001,643,46465.2911358386,46465.291135838605,7.275957614183426e-12,True
2002,685,66721.3904339266,66721.3904339266,0.0,True
2003,685,62161.6066354553,62161.606635455304,7.275957614183426e-12,True
2004,717,66472.1030777027,66472.1030777027,0.0,True
2005,725,49362.8760301375,49362.8760301375,0.0,True
2006,676,35809.337850815304,35809.3378508153,-7.275957614183426e-12,True
2007,688,30007.4726926515,30007.4726926515,0.0,True
2008,637,26376.1439627414,26376.1439627414,0.0,True
2009,677,29906.3356267633,29906.3356267633,0.0,True
2010,704,45772.4077879459,45772.4077879459,0.0,True
2011,732,36635.7703559007,36635.7703559007,0.0,True
2012,726,36857.1662406595,36857.1662406595,0.0,True
2013,694,39303.6652206566,39303.6652206566,0.0,True
2014,696,41447.517049214,41447.517049214,0.0,True
2015,680,49472.3447022926,49472.3447022926,0.0,True
2016,632,40263.4662668898,40263.4662668898,0.0,True
2017,690,48685.5322523092,48685.5322523092,0.0,True
2018,710,48010.8479395471,48010.8479395471,0.0,True
2019,728,45252.4668227171,45252.4668227171,0.0,True
