functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,558.7673577047001,4.016065264355878,1037.6843439145716,579824.1389806805
Large bathydemersals (>=90 cm),756.4523795283,4.120948503154419,1321.138969697081,999378.7173149234
Large bathypelagics (>=90 cm),18.1818635414,4.22,1659.5869074375596,30174.38268612374
Large benthopelagics (>=90 cm),708.9739081239,3.6657023260636428,463.12937298738234,328346.6415338358
Large demersals (>=90 cm),1113.0577576017,4.216813310250308,1647.4540498073015,1833711.5104303544
Large pelagics (>=90 cm),5694.3822374086,3.936798992318635,864.5676719993463,4923178.794470782
Large rays (>=90 cm),82.75049621390002,3.4627764772810075,290.2528396415715,24018.56650783359
Large reef assoc. fish (>=90 cm),3.5009390679999997,4.201205527560184,1589.298697835304,5564.037901973142
Large sharks (>=90 cm),1358.7797174190002,4.131551525587584,1353.790697647372,1839503.3415937675
"Lobsters, crabs",1419.0914499471,2.7830544534646937,60.681240922579086,86112.23016541205
Medium bathydemersals (30 - 89 cm),505.1113549293,3.6573582199551034,454.31619665088715,229480.2696566559
Medium bathypelagics (30 - 89 cm),361.09855028939995,3.9188687402720577,829.5999940612514,299567.3551756127
Medium benthopelagics (30 - 89 cm),4811.347037823901,3.8506433717894044,708.995325431249,3411222.558844632
Medium demersals (30 - 89 cm),4096.7833925815,3.375411987273899,237.3624342896916,972422.4788207262
Medium pelagics (30 - 89 cm),6565.7265544704005,3.277752930442804,189.56271945896572,1244616.9808893541
Medium reef assoc. fish (30 - 89 cm),416.7491187495,3.1309347783557433,135.18695263654973,56339.04337771249
Other demersal invertebrates,1499.9069595585001,2.003599352024172,10.083222533239827,15123.895652383506
Shrimps,346.4406094033,3.31,204.17379446695296,70734.09377931531
Small benthopelagics (<30 cm),12.4407369775,3.1657528833057436,146.47141708630343,1822.2123746924005
Small pelagics (<30 cm),83.0208036455,3.988238347428056,973.2812287946199,80802.58978760909
Small reef assoc. fish (<30 cm),0.0017804469,3.4889277433660055,308.26750212098136,0.5488539185220447
Small to medium flatfishes (<90 cm),5.206877030600001,3.599586581407751,397.72838012224986,2070.9227668762887
Small to medium rays (<90 cm),32.2181708923,3.7,501.18723362727246,16147.33594204255
Small to medium sharks (<90 cm),0.927371557,4.337056502186857,2172.9838680509524,2015.1634330502943
