year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,1,334.6747556988,334.6747556988,0.0,True
1951,1,372.0644844266,372.0644844266,0.0,True
1952,42,15504.5389858458,15504.5389858458,0.0,True
1953,41,15468.4992095902,15468.4992095902,0.0,True
1954,51,3562.8615830836998,3562.8615830836998,0.0,True
1955,56,15679.1129702916,15679.1129702916,0.0,True
1956,52,8580.6599176359,8580.6599176359,0.0,True
1957,53,15864.5517895848,15864.551789584799,-1.8189894035458565e-12,True
1958,67,35416.8942920051,35416.8942920051,0.0,True
1959,109,30514.7338170402,30514.7338170402,0.0,True
1960,116,29601.4248960074,29601.4248960074,0.0,True
1961,124,59330.4372296475,59330.4372296475,0.0,True
1962,143,63056.427984030204,63056.427984030204,0.0,True
1963,132,78790.0384731436,78790.0384731436,0.0,True
1964,151,67191.9321476213,67191.9321476213,0.0,True
1965,146,52941.3601789998,52941.3601789998,0.0,True
1966,145,62777.460440386,62777.460440386,0.0,True
1967,151,69024.50454906329,69024.5045490633,1.4551915228366852e-11,True
1968,168,93884.6483662,93884.6483662,0.0,True
1969,163,129594.0773289286,129594.0773289286,0.0,True
1970,194,173721.8231732545,173721.8231732545,0.0,True
1971,167,135195.5740110307,135195.5740110307,0.0,True
1972,218,200475.3039273647,200475.3039273647,0.0,True
1973,228,177522.59928566118,177522.5992856612,2.9103830456733704e-11,True
1974,218,167592.0990826221,167592.0990826221,0.0,True
1975,272,158930.5501946402,158930.5501946402,0.0,True
1976,294,287877.08936870587,287877.0893687059,5.820766091346741e-11,True
1977,286,289777.29769749456,289777.2976974946,5.820766091346741e-11,True
1978,322,290831.9211645302,290831.9211645302,0.0,True
1979,287,281146.7093566685,281146.7093566685,0.0,True
1980,318,360484.5136753645,360484.5136753645,0.0,True
1981,319,321616.4976405648,321616.4976405648,0.0,True
1982,328,287417.4476873922,287417.4476873922,0.0,True
1983,348,208886.47158104728,208886.47158104728,0.0,True
1984,349,229306.66321922498,229306.66321922498,0.0,True
1985,433,329725.887445974,329725.887445974,0.0,True
1986,410,488586.20250258676,488586.2025025868,5.820766091346741e-11,True
1987,443,520731.0105014257,520731.0105014257,0.0,True
1988,394,405167.6701673685,405167.6701673685,0.0,True
1989,379,498866.4466914314,498866.4466914314,0.0,True
1990,425,453747.1527155233,453747.1527155233,0.0,True
1991,535,436327.9500810647,436327.9500810647,0.0,True
1992,482,362251.1528134744,362251.1528134744,0.0,True
1993,656,326495.1892702554,326495.1892702554,0.0,True
1994,604,408296.1306019862,408296.1306019862,0.0,True
1995,696,376209.9472916005,376209.94729160046,-5.820766091346741e-11,True
1996,689,356395.6732323041,356395.6732323041,0.0,True
1997,794,572550.7072723262,572550.7072723262,0.0,True
1998,721,511226.5640949921,511226.5640949921,0.0,True
1999,847,446206.2800750768,446206.2800750768,0.0,True
2000,917,471973.2997738936,471973.2997738936,0.0,True
2001,959,593682.0211292828,593682.0211292828,0.0,True
2002,1010,688870.473640756,688870.473640756,0.0,True
2003,1068,636815.1216913636,636815.1216913636,0.0,True
2004,1111,504738.4450850306,504738.44508503063,5.820766091346741e-11,True
2005,1048,472878.5712757144,472878.5712757144,0.0,True
2006,942,485060.02566613,485060.02566613,0.0,True
2007,1017,440293.9013223894,440293.90132238937,-5.820766091346741e-11,True
2008,963,445373.2440412471,445373.2440412471,0.0,True
2009,1051,633218.0145836461,633218.0145836461,0.0,True
2010,1085,496507.6634372485,496507.6634372485,0.0,True
2011,1097,412693.9887397997,412693.9887397997,0.0,True
2012,1038,495704.3068032192,495704.3068032192,0.0,True
2013,962,520284.1805482868,520284.1805482868,0.0,True
2014,1003,618832.9188238721,618832.9188238721,0.0,True
2015,984,876753.0295261628,876753.0295261628,0.0,True
2016,898,745927.9837014698,745927.9837014698,0.0,True
2017,980,680622.7542049162,680622.7542049162,0.0,True
2018,1039,687062.557181087,687062.557181087,0.0,True
2019,1083,860671.2076084926,860671.2076084926,0.0,True
