functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,173878.8148369689,3.7816239970770305,604.8170103110334,105164864.94612129
Large bathydemersals (>=90 cm),1115.4458504,3.4520309384126833,283.159370661532,315848.94500628137
Large bathypelagics (>=90 cm),26.6401455117,4.34,2187.761623949552,58282.28800692916
Large benthopelagics (>=90 cm),73202.4749530428,4.293969257247193,1967.746992287561,144043949.91685548
Large demersals (>=90 cm),221473.1142202662,3.8396961832517627,691.347160184058,153114808.57330054
Large pelagics (>=90 cm),263234.0604641482,4.301643363854889,2002.826660528142,527212194.25667286
Large rays (>=90 cm),20457.841973534,3.496628767104013,313.78253487223986,6419313.512471205
Large reef assoc. fish (>=90 cm),29453.5669963071,3.520771679425711,331.72001735035127,9770337.755044725
Large sharks (>=90 cm),50946.9089374415,4.282537494727853,1916.6265271632335,97646197.14647
"Lobsters, crabs",2173.596809867,3.3481165044813403,222.9033032776963,484501.9089132171
Medium bathydemersals (30 - 89 cm),7905.5589450769,4.451347031432036,2827.1381521685844,22350107.30784453
Medium bathypelagics (30 - 89 cm),2985.1445349512,4.080770949774717,1204.4005627834824,3595309.7578852624
Medium benthopelagics (30 - 89 cm),111676.81833909269,3.610614151051214,407.9567760629491,45559314.77058388
Medium demersals (30 - 89 cm),1786958.351354066,3.3380729964548816,217.8075833769976,389213080.10377294
Medium pelagics (30 - 89 cm),821194.0201590564,3.0909458318830176,123.29510417250877,101249202.26135212
Medium reef assoc. fish (30 - 89 cm),154440.3705491723,3.6219592365576347,418.754258456388,64672562.845048435
Other demersal invertebrates,23541.182782697102,2.274193728817782,18.801553239816812,442610.8014171384
Shrimps,86188.7011849211,3.1176763602631974,131.122240137773,11301255.573931985
Small bathypelagics (<30 cm),31.0793950893,4.28,1905.4607179632483,59220.566480721034
Small benthopelagics (<30 cm),1320.7120358707,3.0750789560527494,118.87183203857836,156995.45929935074
Small demersals (<30 cm),178338.855660499,3.1818350060467195,151.9969964259962,27106970.406445116
Small pelagics (<30 cm),386888.4336219467,3.014404622547137,103.37240550525287,39993588.04565998
Small reef assoc. fish (<30 cm),10617.273554178599,2.215317289207911,16.41788802078892,174313.2082985878
Small to medium flatfishes (<90 cm),59175.295089737105,3.4795946124973005,301.7134094267825,17853980.035360523
Small to medium rays (<90 cm),1916.2864269882,3.7958395108033494,624.9417091204027,1197567.3148462356
Small to medium sharks (<90 cm),14.4323234129,3.969847053867846,932.9256931115204,13464.285323189357
