commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,2,2,108278.4843033502,108278.4843033502,0.0,1.0,1470.8003824480284,159256036.1242603,3.432559153664634,1461.613094384745,158261250.49790972,994785.6263505816,1.0062857182236389,0.006285718223638834
Crustaceans,18,18,196692.34557599464,196692.34557599464,0.0,1.0,547.7032500694191,107729036.93574959,2.9155877311109033,310.62549453468483,61097657.115730464,46631379.820019126,1.7632269717264364,0.7632269717264365
Flatfishes,3,3,32.4174983669,32.4174983669,0.0,1.0,3739.8582584958485,121236.84898722664,3.497153973387496,1773.6675609181355,57497.86525948716,63738.983727739476,2.1085452205936033,1.1085452205936033
Herring-likes,8,8,259663.43393970423,259663.43393970423,0.0,1.0,790.4721428909141,205256711.05673134,2.7354176251647835,181.0632807922506,47015513.25090468,158241197.80582666,4.365723074453128,3.3657230744531277
Molluscs,3,3,43131.0947721268,43131.0947721268,0.0,1.0,24.97199961094579,1077069.6818692165,2.0711744026948695,24.75312463086735,1067629.364360206,9440.317509010434,1.008842317216207,0.008842317216207044
Other fishes & inverts,27,27,771129.6258108524,771129.6258108524,0.0,1.0,1064.4520778626318,820830532.4957956,3.3009039913918,985.2469745841661,759753130.8423624,61077401.6534332,1.0803911154478756,0.08039111544787549
Perch-likes,53,53,1381863.1542589585,1381863.1542589585,0.0,1.0,7450.631373428762,10295752970.907026,3.6478454410074685,2785.648675985611,3849385266.054768,6446367704.852259,2.674648615117482,1.6746486151174824
Scorpionfishes,1,1,688.9524313477,688.9524313477,0.0,1.0,5929.07559285558,4084851.0453421576,3.8999999999999995,5929.075592855573,4084851.0453421525,5.122274160385132e-09,1.0000000000000013,1.2539684075447318e-15
Sharks & rays,11,11,19674.054461119704,19674.054461119704,0.0,1.0,16510.87383058763,324835830.9436571,4.2342217192978335,16136.876284363565,317477782.8509197,7358048.092737377,1.0231765764100493,0.023176576410049287
Tuna & billfishes,16,16,102388.39070227002,102388.39070227002,0.0,1.0,25467.556301874458,2607582104.868381,4.384457906168813,25309.36534593117,2591385187.465694,16196917.402687073,1.0062502932721196,0.006250293272119545
