functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,3,3,5.8499877529,5.8499877529,0.0,1.0,464.03095235262424,2714.575388229375,3.6562999146960147,453.2104495286419,2651.2755792288585,63.29980900051669,1.0238752280209693,0.023875228020969388
Large bathydemersals (>=90 cm),1,1,77.0308251526,77.0308251526,0.0,1.0,2630.2679918953813,202611.71378817345,4.42,2630.2679918953813,202611.71378817345,0.0,1.0,0.0
Large bathypelagics (>=90 cm),1,1,630.8398632888,630.8398632888,0.0,1.0,1659.5869074375596,1046933.5778037924,4.22,1659.5869074375596,1046933.5778037924,0.0,1.0,0.0
Large benthopelagics (>=90 cm),5,5,161.61179304610002,161.61179304610002,0.0,1.0,1026.5761579480786,165906.81358436536,3.480978527686107,302.67637756621025,48916.0720911736,116990.74149319176,3.3916626272676855,2.3916626272676855
Large demersals (>=90 cm),1,1,72.03158193269999,72.03158193269999,0.0,1.0,3090.295432513592,222598.86864335136,4.49,3090.295432513592,222598.86864335136,0.0,1.0,0.0
Large pelagics (>=90 cm),17,17,16047.7748049613,16047.7748049613,0.0,1.0,2359.8477440053134,37870305.16979323,4.363992851893965,2312.0267359313875,37102884.40127663,767420.7685166001,1.020683587836912,0.020683587836912074
Large rays (>=90 cm),1,1,1.4648299929,1.4648299929,0.0,1.0,229.08676527677724,335.57316475386557,3.36,229.08676527677724,335.57316475386557,0.0,1.0,0.0
Large reef assoc. fish (>=90 cm),9,9,1720.0154630335003,1720.0154630335003,0.0,1.0,2889.1389789693594,4969363.718680117,4.451920302737462,2830.8724554942733,4869144.397325764,100219.32135435287,1.0205825322020425,0.020582532202042602
Large sharks (>=90 cm),6,6,299.82340279629994,299.82340279629994,0.0,1.0,1828.6728934183743,548278.9295060525,4.239869020091846,1737.2768002799908,520876.2418590148,27402.687647037732,1.052608826137351,0.052608826137351065
"Lobsters, crabs",3,3,2.6997849970999996,2.6997849970999996,0.0,1.0,555.4252070617486,1499.5286410364695,3.697792338614222,498.645998867788,1346.2369866071974,153.29165442927206,1.11386676785311,0.11386676785310997
Medium bathydemersals (30 - 89 cm),1,1,21.5021196912,21.5021196912,0.0,1.0,467.73514128719813,10057.296991737678,3.6700000000000004,467.7351412871986,10057.296991737687,-9.094947017729282e-12,0.9999999999999991,-9.043132588409193e-16
Medium bathypelagics (30 - 89 cm),2,2,0.0352779982,0.0352779982,0.0,1.0,363.2121756308457,12.813398478123059,3.4910323168223303,309.7649793679956,10.927888384567185,1.8855100935558742,1.172541119308893,0.17254111930889315
Medium benthopelagics (30 - 89 cm),3,3,304.88671568150005,304.88671568150005,0.0,1.0,1227.8183902644819,374345.5164610842,4.0888568245328365,1227.0346434246292,374106.5624611557,238.9539999284898,1.0006387324465962,0.000638732446596151
Medium demersals (30 - 89 cm),10,10,1089.0117543435,1089.0117543435,0.0,1.0,525.0445673955085,571779.7054479066,3.499084402384975,315.5617838148181,343650.49179593934,228129.2136519673,1.663840789110324,0.663840789110324
Medium pelagics (30 - 89 cm),7,7,967.0737393424001,967.0737393424001,0.0,1.0,1179.6873935280641,1140844.6989142746,3.982280465597428,960.0204086170238,928410.5264062842,212434.17250799038,1.2288149115782714,0.22881491157827147
Medium reef assoc. fish (30 - 89 cm),44,44,867.3429174956999,867.3429174956999,0.0,1.0,443.57216977197646,384729.179849924,3.3127574167274267,205.47425606543015,178216.6407260487,206512.5391238753,2.1587724820900562,1.1587724820900565
Other demersal invertebrates,1,1,5.3260879421,5.3260879421,0.0,1.0,114.8153621496883,611.5167159132995,3.06,114.81536214968828,611.5167159132995,0.0,1.0,0.0
Shrimps,1,1,1.011058595,1.011058595,0.0,1.0,31.622776601683793,31.972480080897288,2.5,31.622776601683793,31.972480080897288,0.0,1.0,0.0
Small pelagics (<30 cm),2,2,40.7497878284,40.7497878284,0.0,1.0,369.84304683511385,15071.025688339894,3.566943517773209,368.92961425970685,15033.80350469651,37.22218364338369,1.0024758993046408,0.002475899304640745
Small reef assoc. fish (<30 cm),20,20,169.53078446889998,169.53078446889998,0.0,1.0,157.1893157379499,26648.42800718425,3.0240554542067675,105.69524607749835,17918.59798215172,8729.83002503253,1.4871938102371682,0.4871938102371682
Small to medium flatfishes (<90 cm),2,2,0.5739948661,0.5739948661,0.0,1.0,2355.770277725424,1352.2000451253643,4.3654870900525635,2319.9952197808457,1331.6653455307464,20.534699594617905,1.0154203153694246,0.015420315369424611
