functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,204.6280122533,3.6593428889523465,456.3971134039412,93391.63411399243
Large bathydemersals (>=90 cm),160.8064557486,4.3952136423317905,2484.3549325929184,399500.3115318193
Large benthopelagics (>=90 cm),183.0344230218,4.53,3388.4415613920273,620201.4461324768
Large demersals (>=90 cm),2383.8797530370002,3.2887661149274825,194.4312708908291,463500.77003389975
Large flatfishes (>=90 cm),3615.6574450677,4.1482284361720225,1406.7872908430825,5086460.94176341
Large pelagics (>=90 cm),11146.764426432399,4.529268498034169,3382.739058861948,37706595.405225776
Large rays (>=90 cm),322.3947373865,3.84,691.8309709189363,223042.6641852578
Large reef assoc. fish (>=90 cm),93.1678006977,4.43,2691.534803926914,250764.37818318576
Large sharks (>=90 cm),3436.1042343893,3.9992593991435057,998.2961566998821,3430249.651211029
"Lobsters, crabs",790.9956722347,3.307615871112486,203.05602073451027,160616.43362219713
Medium bathydemersals (30 - 89 cm),89.3600787192,3.6643876626564316,461.729542578156,41260.18827176423
Medium benthopelagics (30 - 89 cm),3876.6066247992003,3.636737263825105,433.24869558580895,1679534.763493559
Medium demersals (30 - 89 cm),10079.546611283,3.296520756676868,197.93416196594802,1995086.6115010118
Medium pelagics (30 - 89 cm),23011.4201016468,3.9593498229114643,910.6465003295576,20955269.183177892
Medium reef assoc. fish (30 - 89 cm),3665.0387665621997,2.53,33.88441561392024,124187.69680732318
Other demersal invertebrates,33077.7183563733,2.6662748447511833,46.37403065332863,1533947.1250006265
Shrimps,3882.1345643233,3.3104003591904534,204.3621011294416,793361.176432339
Small benthopelagics (<30 cm),326.0043594702,3.6078147165168164,405.3355698407969,132141.16281643749
Small demersals (<30 cm),2490.3972114721996,3.040732452016628,109.83290031936994,273527.54868326295
Small pelagics (<30 cm),31936.5785660917,3.0988563096891757,125.56144634062959,4010002.995929624
Small reef assoc. fish (<30 cm),0.705396217,3.11,128.82495516931337,90.87263603162825
Small to medium flatfishes (<90 cm),59.8695991334,3.21,162.18100973589299,9709.712039937956
Small to medium rays (<90 cm),446.42904502320005,3.8000000000000003,630.9573444801937,281677.6847466671
