commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Other fishes & inverts,11447.2441360498,3.3055836075749245,202.10804799320675,2313580.1672387077
Perch-likes,6578.2319181244,4.276568321378021,1890.463607564683,12435908.043334598
Sharks & rays,22977.887308863603,4.299497131294167,1992.9533417889393,45793857.29944938
Tuna & billfishes,530814.4231922082,4.426167894304057,2667.8898471807793,1416154410.3716137
