year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,1314,13070.0980012215,13070.0980012215,0.0,True
1951,1236,14236.9356648462,14236.9356648462,0.0,True
1952,1331,15123.198277913,15123.198277913,0.0,True
1953,1449,12722.9463228313,12722.9463228313,0.0,True
1954,1356,15139.4690801447,15139.469080144701,1.8189894035458565e-12,True
1955,1449,14061.489289675901,14061.4892896759,-1.8189894035458565e-12,True
1956,1428,15912.0870153285,15912.0870153285,0.0,True
1957,1404,16146.186865763899,16146.1868657639,1.8189894035458565e-12,True
1958,1403,14654.1133596328,14654.1133596328,0.0,True
1959,1387,15158.492200827,15158.492200827,0.0,True
1960,1388,16515.1711913692,16515.171191369198,-3.637978807091713e-12,True
1961,1423,14404.971516890799,14404.971516890799,0.0,True
1962,1510,15309.873087898899,15309.8730878989,1.8189894035458565e-12,True
1963,1452,17257.2602110673,17257.2602110673,0.0,True
1964,1474,16943.2138691032,16943.2138691032,0.0,True
1965,1539,17761.3017252575,17761.3017252575,0.0,True
1966,1444,19863.3862906639,19863.3862906639,0.0,True
1967,1440,21244.882947494498,21244.882947494498,0.0,True
1968,1470,24990.7109673003,24990.7109673003,0.0,True
1969,1492,26244.8414266481,26244.841426648098,-3.637978807091713e-12,True
1970,1599,28621.2515278106,28621.251527810597,-3.637978807091713e-12,True
1971,1461,29319.6212342243,29319.6212342243,0.0,True
1972,1435,31042.1911893686,31042.1911893686,0.0,True
1973,1546,31088.935903162,31088.935903162,0.0,True
1974,1733,34660.1082119378,34660.1082119378,0.0,True
1975,1925,34518.4396795817,34518.4396795817,0.0,True
1976,1559,33511.0078835121,33511.0078835121,0.0,True
1977,1586,32444.6960883092,32444.6960883092,0.0,True
1978,1804,31433.770495427798,31433.7704954278,3.637978807091713e-12,True
1979,1734,33787.1763918366,33787.1763918366,0.0,True
1980,1762,36432.373235995,36432.373235995,0.0,True
1981,1734,32976.1153892051,32976.1153892051,0.0,True
1982,1962,32343.2401814179,32343.240181417903,3.637978807091713e-12,True
1983,1878,31637.2829530985,31637.2829530985,0.0,True
1984,1788,35657.3948326042,35657.3948326042,0.0,True
1985,1869,33550.3668722748,33550.366872274804,7.275957614183426e-12,True
1986,1890,28483.5281831191,28483.5281831191,0.0,True
1987,1692,27453.5589538338,27453.5589538338,0.0,True
1988,1738,26958.7086836407,26958.7086836407,0.0,True
1989,1649,25157.9798325322,25157.9798325322,0.0,True
1990,1680,22337.1703739128,22337.1703739128,0.0,True
1991,1728,26686.3799910504,26686.3799910504,0.0,True
1992,1508,27273.3750744715,27273.3750744715,0.0,True
1993,1514,25156.4461783331,25156.4461783331,0.0,True
1994,1626,30303.8359404518,30303.8359404518,0.0,True
1995,1906,31693.7234404048,31693.7234404048,0.0,True
1996,1492,51161.567065715,51161.567065715004,7.275957614183426e-12,True
1997,1636,53960.2634873879,53960.2634873879,0.0,True
1998,1223,38369.5104032772,38369.5104032772,0.0,True
1999,1197,31964.3322912867,31964.3322912867,0.0,True
2000,1187,31395.9766276375,31395.976627637498,-3.637978807091713e-12,True
2001,1349,31569.0059079504,31569.0059079504,0.0,True
2002,1376,27872.7511408663,27872.751140866298,-3.637978807091713e-12,True
2003,1218,32371.1156050812,32371.1156050812,0.0,True
2004,1273,27805.2425286683,27805.2425286683,0.0,True
2005,957,28178.5154283427,28178.5154283427,0.0,True
2006,876,32496.354312017298,32496.3543120173,3.637978807091713e-12,True
2007,841,36441.2476966425,36441.2476966425,0.0,True
2008,860,27125.9895535291,27125.9895535291,0.0,True
2009,749,30225.8904421343,30225.8904421343,0.0,True
2010,789,30788.6113327806,30788.6113327806,0.0,True
2011,873,28691.2975260697,28691.2975260697,0.0,True
2012,803,26733.5919388429,26733.5919388429,0.0,True
2013,770,27297.901559805,27297.901559805,0.0,True
2014,790,25313.6459185565,25313.6459185565,0.0,True
2015,1328,23749.0967551924,23749.096755192397,-3.637978807091713e-12,True
2016,1371,29282.4653517415,29282.4653517415,0.0,True
2017,1528,41305.2274292858,41305.2274292858,0.0,True
2018,1578,39419.1292465367,39419.1292465367,0.0,True
2019,1656,34707.5616911521,34707.5616911521,0.0,True
