commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,18738.5073433504,3.4342736437850108,271.8151404238601,5093410.0048663225
Crustaceans,14152.839644279702,2.9726057131647483,93.88705426788984,1328768.423727231
Flatfishes,2742.5318918064995,3.6352391279386467,431.75674201858703,1184106.6344884462
Herring-likes,32948.735347360096,3.0333451159140346,107.98044574514212,3557819.1295466633
Molluscs,652.9632883130001,2.090760403965838,12.324247289277562,8047.281035989255
Other fishes & inverts,101889.59135941452,3.597737407340766,396.03850035838315,40352200.964111
Perch-likes,301318.95078837406,3.6382595024603477,434.7699331274051,131004420.08428127
Scorpionfishes,1307.1795176977998,3.908719991546001,810.4383646712112,1059388.4306547074
Sharks & rays,10507.836627384699,4.000025221130852,1000.0580754862445,10508446.875106212
Tuna & billfishes,9230.398757401501,4.483275413354369,3042.814053080401,28086387.05455716
