functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,423.32760087549997,3.9802955692207984,955.6427496766704,404549.95251469087
Jellyfish,0.8867556178999999,3.46,288.40315031266056,255.74311375980986
Large bathydemersals (>=90 cm),687.6200815234001,4.14641634720849,1400.929715131425,963307.4049272242
Large bathypelagics (>=90 cm),34.1631013226,4.189350683263719,1546.5027024929993,52833.32852094306
Large benthopelagics (>=90 cm),1236.6728730927998,3.1841746243905664,152.81803969846084,188985.9242143051
Large demersals (>=90 cm),1000.7775215907001,4.1902200030566075,1549.6014106275197,1550806.259181262
Large pelagics (>=90 cm),5166.4686423179,3.9594057900828727,910.7638621543896,4705432.934376996
Large rays (>=90 cm),400.6965410406,3.7255770409450597,531.5902917159135,213006.39114133007
Large reef assoc. fish (>=90 cm),3.5030766486,3.9216619394132657,834.9528268470883,2924.903750410594
Large sharks (>=90 cm),2039.8509761207997,4.095873950339084,1247.0215260984735,2543738.0772556206
"Lobsters, crabs",2767.5403530471995,2.6836858255569234,48.2709477202959,133591.79569575062
Medium bathydemersals (30 - 89 cm),350.60251743059996,3.8857224872408382,768.6391254318289,269486.8123720539
Medium bathypelagics (30 - 89 cm),422.18943037639997,4.049692526864,1121.2243653778494,473369.07614301477
Medium benthopelagics (30 - 89 cm),5396.2937264677985,3.7392578248315163,548.6025536406569,2960420.518535291
Medium demersals (30 - 89 cm),5539.8491279311,3.3762873695553104,237.84135453078127,1317605.2204833003
Medium pelagics (30 - 89 cm),4804.6659142533,3.4646523575534545,291.50926172147217,1400604.6134823016
Medium reef assoc. fish (30 - 89 cm),454.33170608010005,2.960140107100704,91.2305109288831,41448.91367687868
Other demersal invertebrates,1328.2803925242,2.0079974960636355,10.185855153553586,13529.671681556802
Shrimps,378.75860584590004,3.4691972860412927,294.5759493874832,111573.17590573555
Small benthopelagics (<30 cm),15.163032919899997,3.182526000095452,152.23902717486493,2308.4053807460273
Small demersals (<30 cm),9.0018830511,3.47,295.1209226666387,2656.644031777809
Small pelagics (<30 cm),33.324033166300005,3.206971598226079,161.05403064224953,5366.969858688621
Small reef assoc. fish (<30 cm),8.815285964699997,3.2932768547058684,196.4612281749594,1731.8619073384432
Small to medium flatfishes (<90 cm),6.196614375099999,3.5699194948867556,371.46636404164275,2301.833811286573
Small to medium rays (<90 cm),136.033596507,3.5512537570404397,355.83917366369144,48406.082571550905
Small to medium sharks (<90 cm),0.7409678145999999,4.350194498524984,2239.72397303915,1659.5633776100483
