functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Large benthopelagics (>=90 cm),2,2,681.3052739259999,681.3052739259999,0.0,1.0,2808.493287926704,1913441.2888502353,4.444999999999999,2786.1211686297665,1898199.0459843301,15242.242865905166,1.0080298443401656,0.00802984434016568
Large pelagics (>=90 cm),15,15,39960.722731533504,39960.722731533504,0.0,1.0,2655.102392824003,106099810.54347113,4.423812614769916,2653.4604252165796,106034196.33117673,65614.21229439974,1.0006188023728635,0.0006188023728634373
Large rays (>=90 cm),1,1,0.3927630653,0.3927630653,0.0,1.0,407.38027780411255,160.0039266531088,3.61,407.3802778041126,160.0039266531088,0.0,1.0,0.0
Large reef assoc. fish (>=90 cm),8,8,1641.374495468,1641.374495468,0.0,1.0,2276.647981510397,3736831.932009869,4.327526312958218,2125.819140074143,3489265.318495414,247566.61351445457,1.0709509283235608,0.07095092832356077
Large sharks (>=90 cm),9,9,19.125167710100005,19.125167710100005,0.0,1.0,2483.7520055220652,47502.17365590673,4.386554271515213,2435.3101089343077,46575.714259470544,926.4593964361848,1.0198914694313637,0.019891469431363617
"Lobsters, crabs",1,1,18.11469816,18.11469816,0.0,1.0,39.810717055349734,721.1591229908245,2.6,39.810717055349734,721.1591229908245,0.0,1.0,0.0
Medium demersals (30 - 89 cm),2,2,843.113646124,843.113646124,0.0,1.0,253.46021063103635,213695.76233249006,3.3401572431480138,218.85538808717985,184519.96422406522,29175.798108424846,1.1581172976653966,0.15811729766539656
Medium pelagics (30 - 89 cm),8,8,1795.4884822585002,1795.4884822585002,0.0,1.0,1854.6482858289014,3329999.6358462633,4.22565025994166,1681.3195386170958,3018789.8665831713,311209.76926309196,1.103090901658331,0.10309090165833103
Medium reef assoc. fish (30 - 89 cm),22,22,5049.060762962001,5049.060762962001,0.0,1.0,1412.7595948932235,7133109.038073466,4.0322357040714545,1077.049600743161,5438088.878876182,1695020.159197284,1.3116940890358473,0.31169408903584733
Small pelagics (<30 cm),3,3,994.0022199,994.0022199,0.0,1.0,131.3619673060584,130574.08711265329,3.1101656314630937,128.8740958700622,128101.13738244725,2472.9497302060336,1.019304666459151,0.019304666459151076
Small reef assoc. fish (<30 cm),1,1,25.72469513,25.72469513,0.0,1.0,37.15352290971724,955.7630498579465,2.57,37.15352290971724,955.7630498579465,0.0,1.0,0.0
