commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,700510.9995925244,3.14,138.03842646028852,96697436.10187587
Cod-likes,14412.5391618758,4.16,1445.439770745928,20832457.302008465
Crustaceans,1787743.256493882,2.8975556871432246,78.98701235183387,141208498.68258998
Flatfishes,30904.1105627735,3.3663189598857493,232.4443315818871,7183485.322896623
Herring-likes,150299.49554733242,3.1879615889443507,154.15641037080596,23169630.7141197
Molluscs,51889.752628545706,2.325219611598117,21.14558047384111,1097238.9399746216
Other fishes & inverts,3500048.5447079586,3.6076133634036305,405.1476865833035,1418036570.8176875
Perch-likes,3288991.4931474067,3.754724876427865,568.4926792293614,1869767585.9019473
Scorpionfishes,6541.1110847639,3.6990077443420564,500.04345167559455,3270839.764618833
Sharks & rays,29378.0798257328,4.0672932190245294,1167.5976682906992,34301777.503383644
Tuna & billfishes,7421.214977494699,4.300614530549541,1998.0876273172207,14828237.826193405
