commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,5,5,545444.263923729,545444.263923729,0.0,1.0,670.7989506610394,365883439.8841204,3.163903243317686,653.5864309533143,356494969.74186766,9388470.142252743,1.0263354912105795,0.026335491210579452
Crustaceans,40,40,1246425.6303822605,1246425.6303822605,0.0,1.0,1001.3285037977741,1248081511.5658665,2.9491454167392144,343.4762028397049,428117542.6457844,819963968.9200821,2.9152776684941952,1.9152776684941952
Flatfishes,7,7,9930.529804765201,9930.529804765201,0.0,1.0,14211.170020382648,141124447.44799557,4.032882586321807,8828.180784879445,87668512.40610078,53455935.04189479,1.6097506798595438,0.6097506798595437
Herring-likes,19,19,419429.9129495481,419429.9129495481,0.0,1.0,1111.7320019698166,466293656.80942696,3.019485346819521,424.0440873547083,177856774.6459559,288436882.1634711,2.62173683143438,1.62173683143438
Molluscs,16,16,62245.0342281736,62245.0342281736,0.0,1.0,68.69726436544639,4276063.571809101,2.1837012100784827,34.67614259738954,2158417.6828755406,2117645.8889335603,1.9811103317650445,0.9811103317650446
Other fishes & inverts,65,65,3282188.1577782994,3282188.1577782994,0.0,1.0,6939.7947553920785,22777712163.55983,3.6716030320809496,2991.1327037424485,9817460338.56685,12960251824.99298,2.320122656781205,1.320122656781205
Perch-likes,148,148,5012048.169253562,5012048.169253562,0.0,1.0,7542.939473279016,37805575977.83852,3.6991967077459487,3248.896535280444,16283625931.746588,21521950046.091927,2.3216927320918552,1.321692732091855
Scorpionfishes,4,4,5068.518552928899,5068.518552928899,0.0,1.0,4099.685270339361,20779330.85388438,3.7492836554725497,3774.856983702738,19132932.656550553,1646398.1973338276,1.0860504882804858,0.08605048828048581
Sharks & rays,16,16,103896.66345671899,103896.66345671899,0.0,1.0,7803.74315697878,810782876.4832981,3.848487624980062,5081.218169502399,527921614.1069565,282861262.3763416,1.535801631942719,0.5358016319427189
Tuna & billfishes,20,20,414989.2074489901,414989.2074489901,0.0,1.0,18140.08519771066,7527939579.255104,4.2575689862877155,17305.930852007365,7181774528.441562,346165050.81354237,1.0482004899266393,0.04820048992663932
