commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Other fishes & inverts,38349.497354102205,3.3237412212149255,210.7372076658481,8081665.987792329
Perch-likes,251.71120243299998,4.404563606325193,2538.4207332420333,638948.9350452097
Sharks & rays,2875.7957787779,4.356012171875731,2269.9284697772737,6527850.711513261
Tuna & billfishes,336377.00399323105,4.4190764558988285,2624.680567788493,882882185.8319459
