functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,4666.396637667101,3.8461073925773483,701.6287761182981,3274078.161768909
Jellyfish,0.92,3.46,288.40315031266056,265.3308982876477
Large bathydemersals (>=90 cm),1993.1105344302,4.122133409073063,1324.7484165238864,2640370.0244434844
Large bathypelagics (>=90 cm),75.290650177,4.2044576385714425,1601.2444540715198,120558.73603936016
Large benthopelagics (>=90 cm),5975.8497873758,2.911492647855504,81.56289792832305,487407.6262427234
Large demersals (>=90 cm),9897.300784830999,4.135629444873259,1366.5623296048643,13525278.417318702
Large pelagics (>=90 cm),22377.3970524731,4.195046818632903,1566.9199810666762,35063590.565782644
Large rays (>=90 cm),659.0726634714001,3.659863887184146,456.94495543930617,301159.92884120374
Large reef assoc. fish (>=90 cm),2070.2582092126,4.023162931621592,1054.7825385264152,2183672.2093184167
Large sharks (>=90 cm),9780.926953599599,4.183225474597988,1524.8442084784804,14914389.818747414
"Lobsters, crabs",20615.3643552343,2.872583339314804,74.57329613690975,1537355.6710331808
Medium bathydemersals (30 - 89 cm),1623.9639433182,3.8216385220546725,663.1908445074496,1076998.0190188452
Medium bathypelagics (30 - 89 cm),902.1833698214001,3.950485610234912,892.2480556556012,804971.3575679625
Medium benthopelagics (30 - 89 cm),20103.2095380974,3.7629579410842076,579.3725848165558,11647248.473196328
Medium demersals (30 - 89 cm),39093.4816637818,3.4545345116131156,284.7964107286477,11133683.26073126
Medium pelagics (30 - 89 cm),47660.05075680129,3.1282709390553856,134.3602920152884,6403618.337147288
Medium reef assoc. fish (30 - 89 cm),14379.273094728402,3.563782837430848,366.25438873081254,5266471.87770317
Other demersal invertebrates,6505.5091501904,2.0228820638952754,10.54100608155994,68574.61151580085
Shrimps,15581.143048052601,3.1165297802685252,130.77652114017636,2037647.683211763
Small benthopelagics (<30 cm),436.5280404373,3.254749439693205,179.78333802943985,78480.46825326809
Small demersals (<30 cm),1445.0597983049004,3.5851845014473867,384.75520299134956,555994.2760314406
Small pelagics (<30 cm),1751.2008374189,3.0151744135927077,103.55579654744751,181346.9976334713
Small reef assoc. fish (<30 cm),725.4803693483999,3.379850560893435,239.80076315831843,173970.74622612502
Small to medium flatfishes (<90 cm),194.4130665186,3.7065692163964754,508.8259081476797,98922.40512710191
Small to medium rays (<90 cm),286.9279815809,3.5880761066873768,387.32551472043315,111134.52815351705
Small to medium sharks (<90 cm),4.4412573628,4.314992910993796,2065.346442802762,9172.735095830556
