commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cod-likes,4077.3190813456,4.5,3162.2776601683795,12893615.04431745
Crustaceans,52232.5894789932,3.045261606098661,110.98431505044077,5796998.166636919
Flatfishes,9136.1704863628,3.360001668171918,229.0876452254261,2092983.7830988897
Herring-likes,133286.4649288891,2.757954235593635,57.27356749594107,7633791.345400112
Molluscs,4906.8313372401,3.06,114.81536214968828,563379.6169926613
Other fishes & inverts,60330.864782906996,3.3259210686617577,211.79761663098319,12777933.370305821
Perch-likes,230569.7016186773,3.818580642748628,658.5377003432615,151838841.07279572
Scorpionfishes,8075.43,3.92,831.7637711026708,6716850.110075641
Sharks & rays,26044.738834451204,3.8467887517227877,702.7304166215235,18302430.171932667
Tuna & billfishes,3609.778464294,4.45951076285012,2880.78444158008,10398993.63748899
