commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,1,1,0.025778694100000003,0.025778694100000003,0.0,1.0,128.82495516931337,3.3209391117559433,3.11,128.82495516931337,3.3209391117559433,0.0,1.0,0.0
Cod-likes,1,1,0.0064377956,0.0064377956,0.0,1.0,812.8305161640995,5.232836720506969,3.91,812.8305161640995,5.232836720506969,0.0,1.0,0.0
Crustaceans,6,6,2.4522370103999998,2.4522370103999998,0.0,1.0,257.9890692528979,632.6503439006048,3.334338235084082,215.94255475625965,529.5423248936285,103.10801900697629,1.194711572918535,0.194711572918535
Flatfishes,2,2,0.4894375341,0.4894375341,0.0,1.0,379.1290123667465,185.55996891854883,3.5769889450679133,377.5625799771355,184.79329811244324,0.7666708061055942,1.0041488020070894,0.004148802007089508
Herring-likes,3,3,89.9167324417,89.9167324417,0.0,1.0,58.91300786836013,5297.265165835105,2.7701224854433866,58.90097522114386,5296.183229514794,1.0819363203108878,1.0002042860440101,0.00020428604401022746
Molluscs,3,3,67.8534848466,67.8534848466,0.0,1.0,12.592798587532643,854.4652681354321,2.1000348331610432,12.590263896147535,854.2932804919418,0.17198764349029716,1.000201321545443,0.00020132154544310436
Other fishes & inverts,20,20,4488.0837308462005,4488.0837308462005,0.0,1.0,291.4699808297264,1308141.678991949,3.3743188813719414,236.76575154767096,1062624.5175426756,245517.16144927335,1.2310478982896358,0.23104789828963573
Perch-likes,49,49,3512.6578363686003,3512.6578363686003,0.0,1.0,947.5810407893213,3328527.9685229235,3.8772742106736824,753.8313776687991,2647951.6960688448,680576.2724540788,1.2570198971017725,0.25701989710177264
Scorpionfishes,4,4,225.7627062192,225.7627062192,0.0,1.0,602.5497997517022,136033.27342378133,3.7799785254377385,602.5297920429412,136028.7564293062,4.516994475125102,1.0000332061734127,3.320617341284431e-05
Sharks & rays,9,9,340.1028704277,340.1028704277,0.0,1.0,2212.5706785963926,752501.6388147972,4.3160214298824044,2070.243500630533,704095.7570487342,48405.88176606293,1.068749003642572,0.06874900364257201
Tuna & billfishes,17,17,2802.9972486813,2802.9972486813,0.0,1.0,2754.756384877337,7721574.567598419,4.437861139457499,2740.6977260194903,7682168.185499727,39406.38209869247,1.005129591171028,0.005129591171028115
