commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,268355.5097471848,3.11,128.82495516931337,34570886.512619324
Cod-likes,15033.936922215798,4.359991793983905,2290.824367117112,34440109.03511359
Crustaceans,4.6902821778,3.2167824680682475,164.73370571314052,772.6475639892931
Flatfishes,347.6906623027,4.3327630599671805,2151.6075520487043,748093.854787305
Herring-likes,159224.67438561848,3.0148113608514238,103.46926423517272,16474859.906764895
Molluscs,60038.0216073092,2.2628050350088214,18.314920380076096,1099591.5855151564
Other fishes & inverts,16138.668287328499,3.285822470932016,193.11787365422336,3116665.303259726
Perch-likes,22097.0399608921,3.81024213500587,646.0143051731324,14275003.916718649
Scorpionfishes,107.352883644,3.9200000000000004,831.7637711026717,89292.23933847978
Sharks & rays,5.840805920499999,3.7945587668894367,623.1014571741812,3639.4146801351344
Tuna & billfishes,15857.3548337986,4.500000053551329,3162.278050097766,50145365.12353302
