commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,3996.4462912992003,3.1934046009104398,156.10061026470606,623847.7049619264
Cod-likes,106.3242169429,3.91,812.8305161640995,86423.5681384411
Crustaceans,60429.47482592629,3.2125762733697525,163.1459410635327,9858823.538450804
Flatfishes,190.2980075253,3.4089926358439953,256.44405519670505,48800.792745641025
Herring-likes,119269.19500032571,3.4183104265885556,262.0055111582137,31249186.401489004
Molluscs,68314.5491680265,2.0921272721148396,12.363096869418472,844579.3889549626
Other fishes & inverts,127853.04166348011,3.4342610086783663,271.80723251005725,34751381.42254357
Perch-likes,205693.3038436284,3.7890642956944176,615.2679541163047,126556498.2312927
Scorpionfishes,16.4050664061,3.693133080239278,493.3249496574733,8093.02855891679
Sharks & rays,22893.7295984106,3.913428912940755,819.2735102368621,18756226.2105034
Tuna & billfishes,16945.195538182306,4.438285296670075,2743.375758132064,46487038.65625696
