commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,3.8772279892999997,3.11,128.82495516931337,499.48372190277945
Cod-likes,1598.3224702893997,4.454060491013279,2844.857327813129,4546999.391811181
Crustaceans,1317.0582032093,3.2951117773764325,197.2930457540094,259846.42434646585
Flatfishes,6782.0643445201995,3.519255683282892,330.5640975930907,2241906.979864596
Herring-likes,170872.37110491662,2.586155559578135,38.561645656838316,6589119.827091573
Molluscs,1104.1404747900997,2.0028569100822633,10.065999629644903,11114.277610313091
Other fishes & inverts,644676.3791013965,3.381113850662125,240.4993188353264,155044230.04311052
Perch-likes,173264.5599335561,3.700190842982063,501.4075198356464,86876153.27169907
Scorpionfishes,72.2098524102,3.8697208325560823,740.8338751628421,53495.50478598536
Sharks & rays,5803.2172942824,4.129850034380654,1348.4971545223789,7825622.008414875
Tuna & billfishes,7142.4535885633995,4.400522869576171,2514.9124426481785,17962645.400915228
