unit_id,region_name,region_type,year,total_catch_tonnes,matched_catch_tonnes,missing_tl_catch_tonnes,catch_tl_coverage_fraction,taxa_count,matched_taxa_count,ppr_species,ppr_commercial_correct,ppr_functional_correct,ppr_commercial_jensen,ppr_functional_jensen,source_data_status
EEZ_939,Israel (Mediterranean),EEZ,1950,2478.4637543149997,2478.4637543149997,0.0,1.0,42,42,1060056.446213899,1060056.4462138992,1060056.4462138992,789177.0200446812,958209.9465634535,available
EEZ_939,Israel (Mediterranean),EEZ,1951,2673.9920589999006,2673.9920589999006,0.0,1.0,41,41,1126884.1434428666,1126884.1434428666,1126884.1434428666,814638.7109501739,1025083.7989336974,available
EEZ_939,Israel (Mediterranean),EEZ,1952,2658.7585728821005,2658.7585728821005,0.0,1.0,42,42,1288025.2537561916,1288025.2537561916,1288025.2537561916,848970.9239692861,1166195.7290615584,available
EEZ_939,Israel (Mediterranean),EEZ,1953,2911.5391282233004,2911.5391282233004,0.0,1.0,37,37,1308554.4389281592,1308554.4389281592,1308554.4389281592,890851.1874776748,1174009.906222578,available
EEZ_939,Israel (Mediterranean),EEZ,1954,3303.9068535205,3303.9068535205,0.0,1.0,37,37,1753560.9983420174,1753560.9983420176,1753560.9983420174,1241915.6389804045,1584945.3574639908,available
EEZ_939,Israel (Mediterranean),EEZ,1955,3886.780722403401,3886.780722403401,0.0,1.0,39,39,3142063.3775909017,3142063.377590901,3142063.3775909017,2416698.2900252063,2854492.045285144,available
EEZ_939,Israel (Mediterranean),EEZ,1956,3403.4043478283006,3403.4043478283006,0.0,1.0,39,39,2055239.795072499,2055239.795072499,2055239.795072499,1548719.0321633234,1860857.8756991588,available
EEZ_939,Israel (Mediterranean),EEZ,1957,3695.1179647023005,3695.1179647023005,0.0,1.0,38,38,2312694.223911333,2312694.223911333,2312694.223911333,1905367.264331468,2087575.3216525186,available
EEZ_939,Israel (Mediterranean),EEZ,1958,4907.094849131398,4907.094849131398,0.0,1.0,38,38,2273376.0890473193,2273376.089047319,2273376.089047319,1623271.9819504302,2073144.218758025,available
EEZ_939,Israel (Mediterranean),EEZ,1959,5346.2959646084,5346.2959646084,0.0,1.0,39,39,2977687.5501051373,2977687.550105138,2977687.5501051378,2079061.4410251053,2790926.751588052,available
EEZ_939,Israel (Mediterranean),EEZ,1960,4667.1325356604,4667.1325356604,0.0,1.0,38,38,2393841.671197524,2393841.671197524,2393841.6711975243,1685726.249321862,2201188.9393778695,available
EEZ_939,Israel (Mediterranean),EEZ,1961,3571.4591974659,3571.4591974659,0.0,1.0,38,38,1816511.9854526594,1816511.9854526594,1816511.9854526594,1292688.3683152725,1626123.8346744862,available
