functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Jellyfish,2997.66,3.46,288.40315031266056,864534.58756625
Large bathydemersals (>=90 cm),13.1269696804,4.58,3801.8939632056126,49907.34678309587
Large benthopelagics (>=90 cm),10.3480357258,4.17,1479.1083881682073,15305.866443095065
Large demersals (>=90 cm),37.920931789,3.7088483652797612,511.5032120678307,19396.67841467861
Large pelagics (>=90 cm),272.4621149713,4.3909335613790805,2459.9912444777306,670254.4172812828
Large reef assoc. fish (>=90 cm),212.1031409413,3.6421805143372907,438.71301078034384,93052.40755832534
Large sharks (>=90 cm),25.160042372099998,4.15,1412.5375446227554,35539.504474890615
"Lobsters, crabs",12953.2304370809,3.269706767508149,186.0830293254826,2410376.359283059
Medium bathydemersals (30 - 89 cm),19.6904545207,4.18,1513.5612484362073,29802.708926627056
Medium benthopelagics (30 - 89 cm),25.526125257199997,4.06,1148.1536214968817,29307.913156837196
Medium demersals (30 - 89 cm),769.310032716,3.2172776564996983,164.92164443315056,126875.87567444358
Medium reef assoc. fish (30 - 89 cm),1856.5195196204993,3.9092369343439386,811.40360768367,1506386.635955227
Other demersal invertebrates,824.8609827934,2.1273428289456344,13.40734636097266,11059.196895963423
Shrimps,1141.5046914908999,2.926416940663148,84.41447827749066,96359.52298351224
Small demersals (<30 cm),5.1946689083,3.59,389.04514499428046,2020.960718626854
Small reef assoc. fish (<30 cm),77.27706168419999,3.300728186493464,199.861060023763,15444.675463725931
