functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,4,4,558.7673577047001,558.7673577047001,0.0,1.0,1075.8488542450464,601149.2215761335,4.016065264355878,1037.6843439145716,579824.1389806805,21325.082595453016,1.036778535355465,0.03677853535546501
Large bathydemersals (>=90 cm),4,4,756.4523795283,756.4523795283,0.0,1.0,1403.466298708518,1061655.4212458343,4.120948503154419,1321.138969697081,999378.7173149234,62276.70393091091,1.062315419422011,0.06231541942201109
Large bathypelagics (>=90 cm),1,1,18.1818635414,18.1818635414,0.0,1.0,1659.5869074375596,30174.38268612374,4.22,1659.5869074375596,30174.38268612374,0.0,1.0,0.0
Large benthopelagics (>=90 cm),14,14,708.9739081239,708.9739081239,0.0,1.0,726.342303331456,514957.74142861756,3.6657023260636428,463.12937298738234,328346.6415338358,186611.09989478177,1.5683356437667466,0.5683356437667467
Large demersals (>=90 cm),5,5,1113.0577576017,1113.0577576017,0.0,1.0,2375.28826933577,2643833.034724495,4.216813310250308,1647.4540498073015,1833711.5104303544,810121.5242941405,1.441793335367139,0.441793335367139
Large pelagics (>=90 cm),25,25,5694.3822374086,5694.3822374086,0.0,1.0,878.7239777832945,5003790.210674222,3.936798992318635,864.5676719993463,4923178.794470782,80611.41620343924,1.0163738550982495,0.0163738550982495
Large rays (>=90 cm),5,5,82.75049621390002,82.75049621390002,0.0,1.0,375.77261583535983,31095.37042397125,3.4627764772810075,290.2528396415715,24018.56650783359,7076.803916137658,1.2946388958653956,0.29463889586539554
Large reef assoc. fish (>=90 cm),6,6,3.5009390679999997,3.5009390679999997,0.0,1.0,1680.9124366501571,5884.77201935561,4.201205527560184,1589.298697835304,5564.037901973142,320.73411738246796,1.0576441287843723,0.057644128784372216
Large sharks (>=90 cm),39,39,1358.7797174190002,1358.7797174190002,0.0,1.0,1491.5929848072653,2026746.294400579,4.131551525587584,1353.790697647372,1839503.3415937675,187242.95280681155,1.1017899498049197,0.10178994980491965
"Lobsters, crabs",11,11,1419.0914499471,1419.0914499471,0.0,1.0,85.03111439910825,120666.92742324826,2.7830544534646937,60.681240922579086,86112.23016541205,34554.697257836204,1.4012751404935218,0.40127514049352175
Medium bathydemersals (30 - 89 cm),6,6,505.1113549293,505.1113549293,0.0,1.0,553.8085481040368,279734.98610425845,3.6573582199551034,454.31619665088715,229480.2696566559,50254.71644760255,1.2189936264359142,0.21899362643591416
Medium bathypelagics (30 - 89 cm),8,8,361.09855028939995,361.09855028939995,0.0,1.0,982.4584133015882,354764.3087628276,3.9188687402720577,829.5999940612514,299567.3551756127,55196.95358721487,1.1842555693521988,0.18425556935219875
Medium benthopelagics (30 - 89 cm),15,15,4811.347037823901,4811.347037823901,0.0,1.0,773.9350342568965,3723670.034540058,3.8506433717894044,708.995325431249,3411222.558844632,312447.4756954261,1.0915939872891938,0.09159398728919373
Medium demersals (30 - 89 cm),17,17,4096.7833925815,4096.7833925815,0.0,1.0,257.3665736203891,1054375.104613614,3.375411987273899,237.3624342896916,972422.4788207262,81952.62579288788,1.084276770208226,0.08427677020822602
Medium pelagics (30 - 89 cm),20,20,6565.7265544704005,6565.7265544704005,0.0,1.0,567.9693359515535,3729131.3511820347,3.277752930442804,189.56271945896572,1244616.9808893541,2484514.3702926803,2.9962079968709285,1.9962079968709285
Medium reef assoc. fish (30 - 89 cm),24,24,416.7491187495,416.7491187495,0.0,1.0,389.6784847694487,162398.1651233082,3.1309347783557433,135.18695263654973,56339.04337771249,106059.12174559571,2.882515488141076,1.8825154881410764
Other demersal invertebrates,15,15,1499.9069595585001,1499.9069595585001,0.0,1.0,10.225598231644623,15337.445953292861,2.003599352024172,10.083222533239827,15123.895652383506,213.55030090935543,1.014120059131438,0.014120059131438148
Shrimps,1,1,346.4406094033,346.4406094033,0.0,1.0,204.17379446695298,70734.09377931531,3.31,204.17379446695296,70734.09377931531,0.0,1.0,0.0
Small benthopelagics (<30 cm),3,3,12.4407369775,12.4407369775,0.0,1.0,147.1562532415275,1830.7322411722255,3.1657528833057436,146.47141708630343,1822.2123746924005,8.519866479824941,1.0046755617501846,0.004675561750184657
Small pelagics (<30 cm),11,11,83.0208036455,83.0208036455,0.0,1.0,1971.227916261724,163652.9257764927,3.988238347428056,973.2812287946199,80802.58978760909,82850.3359888836,2.0253425813041024,1.0253425813041024
Small reef assoc. fish (<30 cm),3,3,0.0017804469,0.0017804469,0.0,1.0,308.8104545246355,0.5498206164459782,3.4889277433660055,308.26750212098136,0.5488539185220447,0.0009666979239335571,1.0017613027643797,0.0017613027643797897
Small to medium flatfishes (<90 cm),5,5,5.206877030600001,5.206877030600001,0.0,1.0,407.6031897796331,2122.339686462865,3.599586581407751,397.72838012224986,2070.9227668762887,51.416919586576114,1.024828023724,0.02482802372399995
Small to medium rays (<90 cm),1,1,32.2181708923,32.2181708923,0.0,1.0,501.18723362727246,16147.33594204255,3.7,501.18723362727246,16147.33594204255,0.0,1.0,0.0
Small to medium sharks (<90 cm),2,2,0.927371557,0.927371557,0.0,1.0,2222.1401872679126,2060.7496053389154,4.337056502186857,2172.9838680509524,2015.1634330502943,45.58617228862113,1.0226215757694743,0.022621575769474274
