commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cod-likes,51528.8517995942,4.088830850045582,1226.961258558006,63223904.85607907
Crustaceans,69979.77280095138,3.0894277324388786,122.86487197061314,8598055.825721487
Flatfishes,62544.5012420773,4.379871964582096,2398.1258174586383,149989583.16869944
Herring-likes,173.06630174129998,3.3799911043619213,239.87837843152633,41514.86382284428
Molluscs,1.7836876029,2.2285395270154007,16.925422830053744,30.189666875807497
Other fishes & inverts,58845.2307666307,3.2801600111205063,190.6162893772032,11216859.536280379
Perch-likes,475.3986311555,3.5229134118961314,333.35994200622616,158478.86011183678
"Salmon, smelts, etc",890.3911191613,3.228707303269572,169.31962707357692,150760.69224601611
Scorpionfishes,17620.1570140036,3.876271414762126,752.0927717549185,13251992.727418836
Sharks & rays,226.9307748866,4.153965951648782,1425.4958314514247,323488.87362888997
