functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,18.8827856387,3.81,645.6542290346556,12191.750403581515
Large bathypelagics (>=90 cm),85.4515530201,3.5400000000000005,346.736850452532,29629.20236046702
Large benthopelagics (>=90 cm),51397.5043526967,4.089804706129559,1229.715666992271,63204316.34681457
Large demersals (>=90 cm),466.62524152350005,3.6412587895791817,437.78289572268454,204280.54945145492
Large flatfishes (>=90 cm),19.4910816751,3.999987715857848,999.9717151174256,19490.53037214357
Large rays (>=90 cm),0.1415957789,3.6404602798650236,436.9787116110333,61.87434103328273
Large reef assoc. fish (>=90 cm),193.7133382738,3.79,616.5950018614822,119442.67617352762
Large sharks (>=90 cm),226.78917910770002,4.154286558812897,1426.54855703268,323525.7762067155
"Lobsters, crabs",2971.700896484,3.538374500129647,345.44149149853695,1026548.7899689723
Medium bathypelagics (30 - 89 cm),4199.6259336021,3.65,446.683592150963,1875903.9977117279
Medium benthopelagics (30 - 89 cm),13244.0603828791,3.9498065328030503,890.8539968242176,11798524.126269124
Medium demersals (30 - 89 cm),58916.6865242226,3.28044562022168,190.74168736126103,11237868.201364687
Medium pelagics (30 - 89 cm),173.0733007586,3.38005418470656,239.91322278342048,41522.57336275994
Other demersal invertebrates,1.7836876029,2.2285395270154007,16.925422830053744,30.189666875807497
Shrimps,67008.07190446739,3.0695176607997134,117.35934062767254,7864023.135439962
Small pelagics (<30 cm),837.4722196714,3.150000083559634,141.25378163994776,118296.1180469863
Small to medium flatfishes (<90 cm),62525.0101604022,4.379990386872632,2398.7798213354818,149983732.70156875
