commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,5196.9037109835,2.735290060339056,54.36132833949548,282510.58898151654
Cod-likes,9844.4945104906,3.904573524987479,802.7374508451829,7902544.428210622
Crustaceans,46215.9448781056,2.845014812367079,69.98658657352694,3234496.227288886
Flatfishes,5074.6609571516,3.343545907562977,220.56972796616128,1119316.5868394282
Herring-likes,156684.62195074902,3.211663081238834,162.80325408175042,25508766.318150803
Molluscs,11955.165390640399,2.0746681614807865,11.875944558679679,141978.88136909145
Other fishes & inverts,136077.0068477063,3.538187169154539,345.2925189935761,46986372.47155061
Perch-likes,405526.75004661235,3.6345912414202477,431.11312153600517,174827903.07894638
Scorpionfishes,124.99305446509999,3.78,602.5595860743575,75315.76316066028
Sharks & rays,83512.76020118038,3.8627485061677787,729.03521394468,60883743.000378296
Tuna & billfishes,43895.87808098191,4.437731298509538,2739.878462556511,120269370.94908875
