commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cod-likes,18,18,433382.09861495724,433382.09861495724,0.0,1.0,1353.2587929526758,586478135.6589745,4.117699221359626,1311.2914254431555,568290229.8543534,18187905.8046211,1.0320046075915865,0.03200460759158654
Crustaceans,3,3,3140.7692368062,3140.7692368062,0.0,1.0,115.3060803060979,362149.7898420975,3.0597455593809917,114.74811483945297,360397.3490692589,1752.4407728385995,1.0048625240373281,0.004862524037328106
Flatfishes,11,11,23256.1861862687,23256.1861862687,0.0,1.0,1421.1238079824943,33049919.87218006,3.887645926531932,772.0508874801169,17954959.184511583,15094960.687668476,1.8407126149687816,0.8407126149687817
Herring-likes,1,1,0.19816714659999998,0.19816714659999998,0.0,1.0,144.5439770745928,28.643867495087864,3.1600000000000006,144.54397707459296,28.6438674950879,-3.552713678800501e-14,0.9999999999999988,-1.2403051645905537e-15
Molluscs,4,4,381.6493709581,381.6493709581,0.0,1.0,536.2394245449223,204655.43906050312,3.6729471566219645,470.92002306969323,179726.33057612236,24929.108484380762,1.1387059336518426,0.1387059336518426
Other fishes & inverts,10,10,147986.9182134658,147986.9182134658,0.0,1.0,200.90075228052225,29730683.1967614,3.282802244708445,191.77952768354635,28380861.278322075,1349821.918439325,1.0475609920785014,0.04756099207850146
Perch-likes,8,8,78091.93695721733,78091.93695721733,0.0,1.0,416.89134537646936,32555852.661148764,3.616918611423268,413.92209684297546,32323978.291860845,231874.36928791925,1.0071734477481167,0.007173447748116606
"Salmon, smelts, etc",3,3,4264.0743617229,4264.0743617229,0.0,1.0,193.85697841935058,826620.5715190223,3.281774994556395,191.32644170361885,815830.1747880722,10790.396730950102,1.0132262780470864,0.013226278047086353
Scorpionfishes,8,8,63975.595815312605,63975.595815312605,0.0,1.0,959.5239980882228,61386119.47678493,3.962139319263626,916.5144557277432,58634558.37852932,2751561.098255612,1.046927292953965,0.04692729295396506
Sharks & rays,13,13,1410.6281464098001,1410.6281464098001,0.0,1.0,1261.5443666054975,1779569.9914784383,4.0335234073421296,1080.2478418597466,1523828.0108258012,255741.98065263708,1.1678286386887218,0.16782863868872183
