functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,4477.9872574560995,3.6363251800702017,432.8377991055428,1938242.1489399637
Jellyfish,4203.2244360552,3.45517565519029,285.2171626496688,1198831.7476314185
Large bathydemersals (>=90 cm),639.3276778385999,3.7583015500891,573.1938870056429,366458.7167305985
Large bathypelagics (>=90 cm),9.0055413643,4.34,2187.761623949552,19701.977799705834
Large benthopelagics (>=90 cm),11773.2147231586,4.257927821864189,1811.0390796132829,21321751.956318703
Large demersals (>=90 cm),3441.4951984229,4.025213862636227,1059.775469269711,3647212.188898086
Large pelagics (>=90 cm),41553.14948624139,4.377230619691275,2383.584868076516,99045458.33632644
Large rays (>=90 cm),11924.366342411098,3.670448542597901,468.2184711993147,5583208.5788642885
Large reef assoc. fish (>=90 cm),15020.612387018,3.7291954109833316,536.0377936885315,8051615.923787755
Large sharks (>=90 cm),10968.525852209099,4.177610532508236,1505.2565736665588,16510445.64246934
"Lobsters, crabs",48571.9896267277,3.3109710229183023,204.6308097998924,9939325.570909264
Medium bathydemersals (30 - 89 cm),163.95572299799997,4.26740861029453,1851.0093405602738,303483.5747076108
Medium benthopelagics (30 - 89 cm),10684.113235533601,3.77524888342043,596.00360059403,6367769.957532358
Medium demersals (30 - 89 cm),141437.6146310934,3.353409931573789,225.63679983243685,31913530.741293363
Medium pelagics (30 - 89 cm),32358.604155239296,3.82498704372722,668.3239792150238,21626031.09087333
Medium reef assoc. fish (30 - 89 cm),72235.1517058158,3.8810312380658245,760.3809678871921,54926234.56954638
Other demersal invertebrates,69505.1369812113,2.0916251237224253,12.348810430540265,858305.760529712
Shrimps,11857.485199198602,2.8095204251769483,64.49416512172992,764738.6083655832
Small benthopelagics (<30 cm),3172.4059182854,3.0370091224659137,108.89529668268895,345460.0836696069
Small demersals (<30 cm),121.3638170169,3.6128334327205622,410.04680538523013,49764.845457137475
Small pelagics (<30 cm),123271.8966384046,3.411036151332193,257.6535622814191,31761443.298071843
Small reef assoc. fish (<30 cm),8126.201275137801,3.324190020733796,210.9550958661136,1714263.5690240292
Small to medium flatfishes (<90 cm),190.2980075253,3.4089926358439953,256.44405519670505,48800.792745641025
Small to medium rays (<90 cm),0.8374037904,3.5599866132048503,363.0668633393188,304.03356752898435
