commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,4110.4636680023,3.11,128.82495516931337,529530.2977554877
Cod-likes,41985.4260441122,4.2375122140525825,1727.8745743883326,72545550.15648319
Crustaceans,10899.7126441877,2.962228030669748,91.67016871893152,999178.4970805577
Flatfishes,17879.9078796918,3.4241258421432694,265.53748778918595,4747785.820275431
Herring-likes,42524.6525898804,3.1973433757476415,157.5227829075606,6698601.618135165
Molluscs,31930.468714293904,2.4225312685123903,26.456431699700243,844766.2646791321
Other fishes & inverts,46874.181902961,3.8157763654498607,654.2991640760863,30669738.035857793
Perch-likes,49096.86875954799,3.6544412840200753,451.27500949395693,22156189.915588576
"Salmon, smelts, etc",46.80293075110001,3.7023372606380938,503.89176477975263,23583.611373036336
Scorpionfishes,5779.9838405798,3.80257743306321,634.7130578303929,3668631.217664663
Sharks & rays,14457.683912940001,4.002330414475547,1005.3804002755195,14535472.039448557
Tuna & billfishes,5240.099094285898,4.344616275220509,2211.140173553197,11586593.620775271
