commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,6.2815951021,3.340387399907897,218.97140244764262,1375.4896891150797
Cod-likes,29881.942217492597,4.205210740285292,1604.0235501952984,47931339.04243324
Crustaceans,142586.87055546447,3.6280783417138482,424.6961673255616,60556097.43585173
Flatfishes,14749.2056133146,4.215404739004271,1642.119426939311,24219957.06954624
Herring-likes,296330.8381888818,3.193210306187062,156.0307895721756,46236734.65719584
Molluscs,164961.3857786492,2.048294895823839,11.176218808452226,1843644.5424076826
Other fishes & inverts,161577.3635441399,3.4998908993181024,316.14833527758265,51082414.5030206
Perch-likes,136325.1082484332,3.9639353299960103,920.3125194804339,125461703.84055842
"Salmon, smelts, etc",0.0667341452,3.084834676087228,121.57231203390124,8.113024323570073
Scorpionfishes,6870.076071529799,3.7975400097501897,627.393492483237,4310241.020142597
Sharks & rays,36036.7525618867,4.098622448634266,1254.9385158886305,45223908.7774599
Tuna & billfishes,13670.1963989351,4.45708861159076,2864.762424166398,39161864.97464408
