commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,2,2,6706.76138556,6706.76138556,0.0,1.0,177.69310681251017,1191745.2672503318,3.2496513862438827,177.68525350888848,1191692.5970168528,52.67023347900249,1.0000441978355918,4.4197835591872554e-05
Crustaceans,3,3,1157.6048424599999,1157.6048424599999,0.0,1.0,254.69547139719256,294836.7110420225,3.402805045076436,252.81628486178803,292661.3556087526,2175.3554332699277,1.0074330122224202,0.007433012222420218
Flatfishes,1,1,463.8561842,463.8561842,0.0,1.0,1445.439770745928,670476.1765491288,4.16,1445.439770745928,670476.1765491288,0.0,1.0,0.0
Herring-likes,3,3,9492.02115336,9492.02115336,0.0,1.0,66.71944027223583,633302.3384044016,2.8103578288721787,64.61864230604662,613361.519670398,19940.81873400358,1.0325107103959166,0.03251071039591655
Molluscs,1,1,1.0,1.0,0.0,1.0,100.0,100.0,3.0,100.0,100.0,0.0,1.0,0.0
Other fishes & inverts,10,10,11990.667320546,11990.667320546,0.0,1.0,852.7395597231907,10224916.371709647,3.6476036623831067,444.22568158766444,5326562.363160481,4898354.008549166,1.919608872399038,0.9196088723990382
Perch-likes,32,32,35062.162629466,35062.162629466,0.0,1.0,660.4209910111077,23155788.190744564,3.643903288528622,440.45676885595907,15443366.860876752,7712421.329867812,1.4994002538012596,0.49940025380125963
Scorpionfishes,1,1,94.0,94.0,0.0,1.0,794.3282347242813,74666.85406408244,3.8999999999999995,794.3282347242805,74666.85406408236,7.275957614183426e-11,1.0000000000000009,9.744561633651903e-16
Sharks & rays,2,2,26.65374801,26.65374801,0.0,1.0,1108.2847248929302,29539.941780628335,4.0443722736500805,1107.5727794410382,29520.965765956742,18.976014671592566,1.0006427978956391,0.0006427978956391562
Tuna & billfishes,2,2,189.735760905,189.735760905,0.0,1.0,3139.054712628974,595590.9344230845,4.496468779737387,3136.669635306869,595138.3999625577,452.53446052677464,1.0007603852491374,0.0007603852491374195
