year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,1830,182956.4067684159,182956.4067684159,0.0,True
1951,1869,195593.4804544829,195593.4804544829,0.0,True
1952,1780,242519.9318949693,242519.9318949693,0.0,True
1953,1728,208192.0416394604,208192.0416394604,0.0,True
1954,1661,200202.55493439932,200202.5549343993,-2.9103830456733704e-11,True
1955,1692,199373.7158396287,199373.7158396287,0.0,True
1956,1621,242268.6202815426,242268.6202815426,0.0,True
1957,1628,198100.6801989326,198100.6801989326,0.0,True
1958,1586,206457.0716124073,206457.0716124073,0.0,True
1959,1623,254697.2525814996,254697.2525814996,0.0,True
1960,1626,228585.2284710141,228585.2284710141,0.0,True
1961,1749,220161.0960480616,220161.0960480616,0.0,True
1962,1720,188487.2391069487,188487.23910694872,2.9103830456733704e-11,True
1963,1656,207462.8846229223,207462.8846229223,0.0,True
1964,1963,188844.5323514494,188844.5323514494,0.0,True
1965,1921,217459.1152509368,217459.1152509368,0.0,True
1966,2216,216905.7007838199,216905.7007838199,0.0,True
1967,2243,207424.52641890402,207424.526418904,-2.9103830456733704e-11,True
1968,2101,203113.62073199972,203113.6207319997,-2.9103830456733704e-11,True
1969,2062,194108.4598261975,194108.4598261975,0.0,True
1970,2073,170978.8475380161,170978.8475380161,0.0,True
1971,2147,173742.6581339559,173742.6581339559,0.0,True
1972,2100,179675.7601103628,179675.7601103628,0.0,True
1973,2145,154531.5303883564,154531.5303883564,0.0,True
1974,2126,189724.7686566781,189724.7686566781,0.0,True
1975,2178,201961.9200038881,201961.9200038881,0.0,True
1976,2120,197233.7769682838,197233.7769682838,0.0,True
1977,2098,197791.7828886188,197791.7828886188,0.0,True
1978,2484,229354.8193411328,229354.8193411328,0.0,True
1979,2442,279035.545963151,279035.545963151,0.0,True
1980,2235,290313.6854101506,290313.6854101506,0.0,True
1981,2329,367062.3834594781,367062.3834594781,0.0,True
1982,2420,315364.99465143733,315364.9946514373,-5.820766091346741e-11,True
1983,2560,304637.2775552991,304637.2775552991,0.0,True
1984,2788,395666.059633292,395666.059633292,0.0,True
1985,2726,274970.9266963865,274970.9266963865,0.0,True
1986,2737,219975.2340220503,219975.2340220503,0.0,True
1987,2820,238722.0227427574,238722.0227427574,0.0,True
1988,2948,240162.7419694929,240162.7419694929,0.0,True
1989,2826,229770.8484509385,229770.8484509385,0.0,True
1990,2986,210029.3502996339,210029.3502996339,0.0,True
1991,3086,235231.8613798829,235231.8613798829,0.0,True
1992,3182,196074.7320002281,196074.7320002281,0.0,True
1993,3291,202381.7048384826,202381.7048384826,0.0,True
1994,4424,230390.4832596753,230390.4832596753,0.0,True
1995,4402,228245.1267481712,228245.1267481712,0.0,True
1996,4285,205264.3071821319,205264.30718213192,2.9103830456733704e-11,True
1997,4594,213778.622101373,213778.62210137298,-2.9103830456733704e-11,True
1998,4422,190574.785764875,190574.785764875,0.0,True
1999,4228,211805.66952204378,211805.6695220438,2.9103830456733704e-11,True
2000,4546,204990.2357550874,204990.2357550874,0.0,True
2001,4232,188219.005802187,188219.005802187,0.0,True
2002,4459,200957.5904339539,200957.5904339539,0.0,True
2003,4154,189070.0613198535,189070.0613198535,0.0,True
2004,4221,190256.3164386365,190256.3164386365,0.0,True
2005,4105,143861.0522352394,143861.0522352394,0.0,True
2006,4105,152284.8149201865,152284.8149201865,0.0,True
2007,4129,147752.4017708138,147752.4017708138,0.0,True
2008,4146,153178.170782412,153178.170782412,0.0,True
2009,4555,150669.6461302904,150669.6461302904,0.0,True
2010,4472,161203.7910798783,161203.7910798783,0.0,True
2011,4559,161785.0836310472,161785.0836310472,0.0,True
2012,4377,145420.9367251224,145420.9367251224,0.0,True
2013,4493,131263.6300462315,131263.6300462315,0.0,True
2014,4571,149083.7561556727,149083.7561556727,0.0,True
2015,4237,189565.6161155827,189565.6161155827,0.0,True
2016,4022,197266.4090305875,197266.4090305875,0.0,True
2017,5346,126383.1952270934,126383.1952270934,0.0,True
2018,5174,117057.4344134845,117057.4344134845,0.0,True
2019,5973,115599.570034811,115599.570034811,0.0,True
