functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,4,4,32.341789116899996,32.341789116899996,0.0,1.0,1449.042602719736,46864.6302785656,4.1445574675515395,1394.9462301918802,45115.05680628043,1749.5734722851703,1.0387802564407191,0.038780256440719224
Large bathydemersals (>=90 cm),2,2,2.1497745477,2.1497745477,0.0,1.0,1337.6158427015794,2875.572493240142,4.120983646459235,1321.245881182347,2840.3807666192674,35.19172662087476,1.0123897919020066,0.012389791902006623
Large benthopelagics (>=90 cm),4,4,138.1729541797,138.1729541797,0.0,1.0,3068.0407631970243,423920.2557946743,4.347261604090828,2224.6495396638916,307386.3989098696,116533.85688480467,1.3791119493187927,0.37911194931879266
Large demersals (>=90 cm),4,4,39.1858327573,39.1858327573,0.0,1.0,1935.5543473454761,75846.30894774478,4.1646784885267465,1461.095114268864,57254.22879024784,18592.080157496937,1.3247285056551794,0.3247285056551795
Large flatfishes (>=90 cm),1,1,0.19999999999999998,0.19999999999999998,0.0,1.0,2290.867652767775,458.17353055355494,4.36,2290.867652767775,458.17353055355494,0.0,1.0,0.0
Large pelagics (>=90 cm),7,7,21.3055596231,21.3055596231,0.0,1.0,2472.6523144346947,52681.24131238459,4.386146862642274,2433.026631338302,51836.99395856834,844.2473538162521,1.0162865800916432,0.01628658009164328
Large rays (>=90 cm),4,4,27.001043307099998,27.001043307099998,0.0,1.0,605.220175193517,16341.576160730801,3.7560100267169805,570.1774360256788,15395.385642860592,946.1905178702091,1.0614593580063383,0.06145935800633825
Large reef assoc. fish (>=90 cm),3,3,45.5672873209,45.5672873209,0.0,1.0,1299.8942089290372,59232.652905043455,4.038112144868221,1091.7222079491885,49746.81952422801,9485.833380815442,1.190682207858446,0.19068220785844592
Large sharks (>=90 cm),7,7,6.0963260234,6.0963260234,0.0,1.0,1826.0120165259032,11131.964575387974,4.218114390992726,1652.3969740070233,10073.550673626429,1058.4139017615453,1.1050686035195694,0.10506860351956927
"Lobsters, crabs",6,6,117.37310451389999,117.37310451389999,0.0,1.0,145.67211663577467,17097.98857065181,3.096027232046173,124.74617327602961,14641.845633636502,2456.142937015309,1.1677481786430564,0.16774817864305627
Medium bathydemersals (30 - 89 cm),3,3,29.1420306671,29.1420306671,0.0,1.0,1604.1256162426384,46747.477902423656,3.9259359359548784,843.2103641706453,24572.862291477504,22174.61561094615,1.9024026321360565,0.9024026321360566
Medium bathypelagics (30 - 89 cm),1,1,0.026464519199999998,0.026464519199999998,0.0,1.0,1202.2644346174131,31.81735021340967,4.08,1202.2644346174131,31.81735021340967,0.0,1.0,0.0
Medium benthopelagics (30 - 89 cm),18,18,368.2875963816,368.2875963816,0.0,1.0,488.68741921770845,179977.51500561717,3.4802345679991746,302.15832754879426,111281.16417962963,68696.35082598754,1.6173223593805879,0.617322359380588
Medium demersals (30 - 89 cm),14,14,394.8579515300999,394.8579515300999,0.0,1.0,207.28678858542887,81848.83672009534,3.2749412130103663,188.33941321512782,74367.3148945064,7481.521825588934,1.100602285240523,0.10060228524052309
Medium pelagics (30 - 89 cm),9,9,51.0573210507,51.0573210507,0.0,1.0,484.2544797583968,24724.73644326417,3.6818513707205307,480.6748182031456,24541.96851398486,182.76792927931092,1.007447158494037,0.0074471584940369985
Medium reef assoc. fish (30 - 89 cm),4,4,152.57739637179998,152.57739637179998,0.0,1.0,591.6979264559582,90279.72905724288,3.672879151431957,470.84628854219926,71840.50079709404,18439.22826014884,1.2566689827542894,0.25666898275428934
Other demersal invertebrates,4,4,60.645933657,60.645933657,0.0,1.0,19.244026651650714,1167.0719636095491,2.27758550175403,18.9489653551329,1149.1776957961813,17.894267813367833,1.0155713671426334,0.015571367142633413
Shrimps,4,4,12.5348712085,12.5348712085,0.0,1.0,113.59633271417887,1423.9154003301473,2.9542211740149456,89.99557871189081,1128.0829884879756,295.8324118421717,1.262243482847561,0.26224348284756094
Small benthopelagics (<30 cm),2,2,1.2532925194,1.2532925194,0.0,1.0,255.57256932876655,320.30718930358097,3.40074535640925,251.6201149449818,315.3536077911138,4.953581512467167,1.0157080223282189,0.01570802232821879
Small demersals (<30 cm),3,3,31.960949492100003,31.960949492100003,0.0,1.0,414.40907789710536,13244.907607737121,3.5737030871020665,374.7167331095855,11976.302580760179,1268.605026976942,1.105926267178231,0.10592626717823116
Small pelagics (<30 cm),3,3,7.026850918099999,7.026850918099999,0.0,1.0,138.53893001984702,973.4924076025536,3.138315448696299,137.5040369465581,966.220368260378,7.272039342175617,1.0075262741099822,0.007526274109982269
Small to medium flatfishes (<90 cm),2,2,10.7770763705,10.7770763705,0.0,1.0,312.0767704113674,3363.275188182301,3.467756800927181,293.60050681547074,3164.1550843678338,199.12010381446726,1.0629299444891935,0.06292994448919353
Small to medium rays (<90 cm),2,2,4.4305708932,4.4305708932,0.0,1.0,623.8537547611706,2764.028287458373,3.793228863565632,621.1963046738246,2752.254266451246,11.774021007126976,1.0042779554021033,0.004277955402103305
Small to medium sharks (<90 cm),3,3,11.053682196399999,11.053682196399999,0.0,1.0,703.5934769357862,7777.298689508273,3.846487138422286,702.2425466010893,7762.3659349190575,14.93275458921562,1.0019237375195158,0.0019237375195158629
