path,status,old_bytes,release_bytes,resolution
Global_history_TE010_2026-09-04/tables/regions/EEZ_516/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_520/annual.csv,only-in-old,12480,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_520/commercial.csv.gz,only-in-old,30064,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_520/functional.csv.gz,only-in-old,35168,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_520/ingestion_audit.csv,only-in-old,3897,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_520/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_520/species.csv.gz,only-in-old,92119,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_520/static_manifest.json,only-in-old,2619,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_520/tl_coverage.csv,only-in-old,12346,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_520/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_528/annual.csv,only-in-old,13192,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_528/commercial.csv.gz,only-in-old,72875,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_528/functional.csv.gz,only-in-old,144570,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_528/ingestion_audit.csv,only-in-old,4319,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_528/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_528/species.csv.gz,only-in-old,679549,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_528/static_manifest.json,only-in-old,2634,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_528/tl_coverage.csv,only-in-old,12560,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_528/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_540/annual.csv,only-in-old,13799,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_540/commercial.csv.gz,only-in-old,40211,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_540/functional.csv.gz,only-in-old,63761,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_540/ingestion_audit.csv,only-in-old,4013,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_540/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_540/species.csv.gz,only-in-old,187494,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_540/static_manifest.json,only-in-old,2643,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_540/tl_coverage.csv,only-in-old,12376,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_540/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_548/annual.csv,only-in-old,12702,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_548/commercial.csv.gz,only-in-old,42796,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_548/functional.csv.gz,only-in-old,69294,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_548/ingestion_audit.csv,only-in-old,3919,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_548/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_548/species.csv.gz,only-in-old,210470,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_548/static_manifest.json,only-in-old,2761,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_548/tl_coverage.csv,only-in-old,12400,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_548/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_554/annual.csv,only-in-old,13169,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_554/commercial.csv.gz,only-in-old,67062,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_554/functional.csv.gz,only-in-old,149019,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_554/ingestion_audit.csv,only-in-old,4077,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_554/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_554/species.csv.gz,only-in-old,835517,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_554/static_manifest.json,only-in-old,2593,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_554/tl_coverage.csv,only-in-old,12616,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_554/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_555/annual.csv,only-in-old,14058,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_555/commercial.csv.gz,only-in-old,32376,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_555/functional.csv.gz,only-in-old,43777,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_555/ingestion_audit.csv,only-in-old,4011,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_555/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_555/species.csv.gz,only-in-old,98815,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_555/static_manifest.json,only-in-old,2614,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_555/tl_coverage.csv,only-in-old,12288,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_555/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_566/annual.csv,only-in-old,12806,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_566/commercial.csv.gz,only-in-old,43093,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_566/functional.csv.gz,only-in-old,80804,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_566/ingestion_audit.csv,only-in-old,4017,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_566/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_566/species.csv.gz,only-in-old,170814,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_566/static_manifest.json,only-in-old,2647,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_566/tl_coverage.csv,only-in-old,12542,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_566/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_570/annual.csv,only-in-old,13414,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_570/commercial.csv.gz,only-in-old,35813,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_570/functional.csv.gz,only-in-old,62068,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_570/ingestion_audit.csv,only-in-old,3810,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_570/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_570/species.csv.gz,only-in-old,233022,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_570/static_manifest.json,only-in-old,2618,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_570/tl_coverage.csv,only-in-old,12242,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_570/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_574/annual.csv,only-in-old,13735,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_574/commercial.csv.gz,only-in-old,23480,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_574/functional.csv.gz,only-in-old,38365,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_574/ingestion_audit.csv,only-in-old,3864,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_574/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_574/species.csv.gz,only-in-old,67163,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_574/static_manifest.json,only-in-old,2644,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_574/tl_coverage.csv,only-in-old,12129,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_574/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_578/annual.csv,only-in-old,12982,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_578/commercial.csv.gz,only-in-old,70645,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_578/functional.csv.gz,only-in-old,143997,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_578/ingestion_audit.csv,only-in-old,4308,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_578/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_578/species.csv.gz,only-in-old,742040,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_578/static_manifest.json,only-in-old,2634,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_578/tl_coverage.csv,only-in-old,12653,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_578/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_579/annual.csv,only-in-old,13650,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_579/commercial.csv.gz,only-in-old,26285,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_579/functional.csv.gz,only-in-old,27128,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_579/ingestion_audit.csv,only-in-old,3953,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_579/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_579/species.csv.gz,only-in-old,36463,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_579/static_manifest.json,only-in-old,2647,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_579/tl_coverage.csv,only-in-old,11370,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_579/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_580/annual.csv,only-in-old,13710,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_580/commercial.csv.gz,only-in-old,38641,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_580/functional.csv.gz,only-in-old,76223,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_580/ingestion_audit.csv,only-in-old,3866,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_580/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_580/species.csv.gz,only-in-old,202617,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_580/static_manifest.json,only-in-old,2995,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_580/tl_coverage.csv,only-in-old,12329,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_580/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_583/annual.csv,only-in-old,14571,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_583/commercial.csv.gz,only-in-old,32547,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_583/functional.csv.gz,only-in-old,71507,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_583/ingestion_audit.csv,only-in-old,4296,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_583/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_583/species.csv.gz,only-in-old,861631,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_583/static_manifest.json,only-in-old,2642,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_583/tl_coverage.csv,only-in-old,12613,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_583/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_584/annual.csv,only-in-old,13105,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_584/commercial.csv.gz,only-in-old,35197,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_584/functional.csv.gz,only-in-old,64250,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_584/ingestion_audit.csv,only-in-old,3972,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_584/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_584/species.csv.gz,only-in-old,235939,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_584/static_manifest.json,only-in-old,2768,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_584/tl_coverage.csv,only-in-old,12463,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_584/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_585/annual.csv,only-in-old,12549,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_585/commercial.csv.gz,only-in-old,34775,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_585/functional.csv.gz,only-in-old,59554,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_585/ingestion_audit.csv,only-in-old,3908,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_585/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_585/species.csv.gz,only-in-old,238891,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_585/static_manifest.json,only-in-old,2620,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_585/tl_coverage.csv,only-in-old,12364,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_585/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_586/annual.csv,only-in-old,12860,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_586/commercial.csv.gz,only-in-old,56899,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_586/functional.csv.gz,only-in-old,121446,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_586/ingestion_audit.csv,only-in-old,4199,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_586/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_586/species.csv.gz,only-in-old,603845,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_586/static_manifest.json,only-in-old,2625,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_586/tl_coverage.csv,only-in-old,12594,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_586/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_598/annual.csv,only-in-old,13378,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_598/commercial.csv.gz,only-in-old,46413,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_598/functional.csv.gz,only-in-old,67152,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_598/ingestion_audit.csv,only-in-old,4152,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_598/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_598/species.csv.gz,only-in-old,196833,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_598/static_manifest.json,only-in-old,2624,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_598/tl_coverage.csv,only-in-old,12524,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_598/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_604/annual.csv,only-in-old,12566,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_604/commercial.csv.gz,only-in-old,64411,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_604/functional.csv.gz,only-in-old,95796,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_604/ingestion_audit.csv,only-in-old,4240,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_604/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_604/species.csv.gz,only-in-old,246711,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_604/static_manifest.json,only-in-old,2586,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_604/tl_coverage.csv,only-in-old,12579,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_604/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_608/annual.csv,only-in-old,13276,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_608/commercial.csv.gz,only-in-old,59293,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_608/functional.csv.gz,only-in-old,121821,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_608/ingestion_audit.csv,only-in-old,4139,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_608/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_608/species.csv.gz,only-in-old,958443,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_608/static_manifest.json,only-in-old,2662,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_608/tl_coverage.csv,only-in-old,12667,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_608/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_612/annual.csv,only-in-old,13040,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_612/commercial.csv.gz,only-in-old,22983,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_612/functional.csv.gz,only-in-old,23732,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_612/ingestion_audit.csv,only-in-old,3555,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_612/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_612/species.csv.gz,only-in-old,57711,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_612/static_manifest.json,only-in-old,2759,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_612/tl_coverage.csv,only-in-old,12083,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_612/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_616/annual.csv,only-in-old,12614,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_616/commercial.csv.gz,only-in-old,46670,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_616/functional.csv.gz,only-in-old,64832,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_616/ingestion_audit.csv,only-in-old,4197,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_616/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_616/species.csv.gz,only-in-old,183104,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_616/static_manifest.json,only-in-old,2793,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_616/tl_coverage.csv,only-in-old,12463,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_616/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_620/annual.csv,only-in-old,13840,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_620/commercial.csv.gz,only-in-old,75955,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_620/functional.csv.gz,only-in-old,168621,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_620/ingestion_audit.csv,only-in-old,4129,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_620/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_620/species.csv.gz,only-in-old,1094748,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_620/static_manifest.json,only-in-old,2795,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_620/tl_coverage.csv,only-in-old,12633,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_620/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_621/annual.csv,only-in-old,13824,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_621/commercial.csv.gz,only-in-old,43229,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_621/functional.csv.gz,only-in-old,71735,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_621/ingestion_audit.csv,only-in-old,3910,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_621/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_621/species.csv.gz,only-in-old,143603,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_621/static_manifest.json,only-in-old,2631,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_621/tl_coverage.csv,only-in-old,12375,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_621/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_622/annual.csv,only-in-old,13741,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_622/commercial.csv.gz,only-in-old,54770,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_622/functional.csv.gz,only-in-old,112833,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_622/ingestion_audit.csv,only-in-old,4064,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_622/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_622/species.csv.gz,only-in-old,361051,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_622/static_manifest.json,only-in-old,2636,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_622/tl_coverage.csv,only-in-old,12442,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_622/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_624/annual.csv,only-in-old,13283,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_624/commercial.csv.gz,only-in-old,65336,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_624/functional.csv.gz,only-in-old,123242,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_624/ingestion_audit.csv,only-in-old,4136,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_624/missing_tl.csv.gz,only-in-old,196,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_624/species.csv.gz,only-in-old,674707,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_624/static_manifest.json,only-in-old,2816,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_624/tl_coverage.csv,only-in-old,12545,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_624/validation.csv,only-in-old,22430,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_626/annual.csv,only-in-old,12897,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_626/commercial.csv.gz,only-in-old,39569,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_626/functional.csv.gz,only-in-old,61285,,carry-up (unique to old tree)
Global_history_TE010_2026-09-04/tables/regions/EEZ_626/ingestion_audit.csv,only-in-old,3774,,carry-up (unique to old tree)
