functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,880.839083206,3.9017962229190166,797.620344764003,702575.1732283781
Large benthopelagics (>=90 cm),94.61499204,4.5,3162.2776601683795,299198.87564510107
Large pelagics (>=90 cm),1267.735760905,4.425086913462429,2661.2575923971017,3373771.418861748
Large sharks (>=90 cm),26.65374801,4.0443722736500805,1107.5727794410382,29520.965765956742
"Lobsters, crabs",1157.6048424599999,3.402805045076436,252.81628486178803,292661.3556087526
Medium benthopelagics (30 - 89 cm),184.0,3.3099999999999996,204.17379446695276,37567.97818191931
Medium demersals (30 - 89 cm),11727.052717759,3.644703618206624,441.2692029217574,5174787.205386943
Medium pelagics (30 - 89 cm),15291.294900490002,3.6041490062793278,401.9286887820921,6146010.109134237
Medium reef assoc. fish (30 - 89 cm),12331.921420013,3.64830390351202,444.9425131749284,5486996.108896317
Other demersal invertebrates,1.0,3.0,100.0,100.0
Small benthopelagics (<30 cm),637.8022532,3.2200000000000006,165.9586907437563,105848.82689448976
Small demersals (<30 cm),4366.304583254,3.562386056922712,365.078331412008,1594043.1916909735
Small pelagics (<30 cm),16198.782538919999,2.992237983163222,98.22860652316866,1591183.8361699476
Small reef assoc. fish (<30 cm),555.00000005,3.938828828836141,868.6180080353353,482082.994503042
Small to medium flatfishes (<90 cm),463.8561842,4.16,1445.439770745928,670476.1765491288
