unit_id,region_name,region_type,year,total_catch_tonnes,matched_catch_tonnes,missing_tl_catch_tonnes,catch_tl_coverage_fraction,taxa_count,matched_taxa_count,ppr_species,ppr_commercial_correct,ppr_functional_correct,ppr_commercial_jensen,ppr_functional_jensen,source_data_status
LME_001,East Bering Sea,LME,1950,73037.4595837657,73037.4595837657,0.0,1.0,57,57,62861488.781228065,62861488.78122807,62861488.78122807,45599032.22779433,59334618.85300432,available
LME_001,East Bering Sea,LME,1951,57894.370425584886,57894.370425584886,0.0,1.0,55,55,72366423.72844712,72366423.72844711,72366423.72844711,53663457.378743626,69598785.4530584,available
LME_001,East Bering Sea,LME,1952,51791.28737835531,51791.28737835531,0.0,1.0,55,55,58071804.18644348,58071804.18644348,58071804.18644348,40508582.98810659,55286699.171297446,available
LME_001,East Bering Sea,LME,1953,43310.229532443096,43310.229532443096,0.0,1.0,55,55,47772758.91330544,47772758.91330544,47772758.91330544,33908459.215609685,44265251.194198824,available
LME_001,East Bering Sea,LME,1954,53908.9299795384,53908.9299795384,0.0,1.0,56,56,62419431.28955006,62419431.28955006,62419431.28955005,43949795.6282658,57335453.394521445,available
LME_001,East Bering Sea,LME,1955,53796.63517282,53796.63517282,0.0,1.0,55,55,60113514.74127564,60113514.741275646,60113514.74127564,42981475.26220485,54879195.666224554,available
LME_001,East Bering Sea,LME,1956,75772.9723120643,75772.9723120643,0.0,1.0,57,57,68383146.75209351,68383146.7520935,68383146.7520935,46789408.54531188,61522577.023623385,available
LME_001,East Bering Sea,LME,1957,69200.342883333,69200.342883333,0.0,1.0,55,55,49788604.25881409,49788604.25881409,49788604.25881409,35623583.0250394,43485641.157575026,available
LME_001,East Bering Sea,LME,1958,79827.64872778831,79827.64872778831,0.0,1.0,55,55,76919109.84591931,76919109.84591931,76919109.8459193,56871898.69028937,66268783.78358301,available
LME_001,East Bering Sea,LME,1959,145835.2608121471,145835.2608121471,0.0,1.0,60,60,74394932.4490346,74394932.44903462,74394932.44903462,59477964.78012363,61624090.09318618,available
LME_001,East Bering Sea,LME,1960,422133.35253536946,422133.35253536946,0.0,1.0,66,66,180081505.64220846,180081505.64220843,180081505.64220843,151345408.67395246,162707396.97977006,available
LME_001,East Bering Sea,LME,1961,512717.38294729247,512717.38294729247,0.0,1.0,65,65,226363270.8144351,226363270.81443506,226363270.81443506,187151898.6655344,195596548.55480415,available
LME_001,East Bering Sea,LME,1962,559741.691022438,559741.691022438,0.0,1.0,65,65,267088446.91460752,267088446.91460755,267088446.91460755,222398043.60766745,225956753.52627155,available
LME_001,East Bering Sea,LME,1963,523433.9901880781,523433.9901880781,0.0,1.0,64,64,243605525.93044078,243605525.9304408,243605525.93044084,207478027.3871174,207647703.41663563,available
LME_001,East Bering Sea,LME,1964,747638.8388243912,747638.8388243912,0.0,1.0,64,64,325037938.93741184,325037938.9374119,325037938.9374119,283305488.3869343,277817447.32767355,available
LME_001,East Bering Sea,LME,1965,732601.9829858463,732601.9829858463,0.0,1.0,66,66,294032880.6026002,294032880.60260016,294032880.60260016,258726545.7952849,269182034.754927,available
LME_001,East Bering Sea,LME,1966,737501.084586083,737501.084586083,0.0,1.0,63,63,332027536.9754408,332027536.97544086,332027536.97544086,285272062.1942429,283247618.1611692,available
LME_001,East Bering Sea,LME,1967,788388.880446327,788388.880446327,0.0,1.0,64,64,312976493.2698484,312976493.2698484,312976493.2698484,278627760.4792657,298244841.0939958,available
LME_001,East Bering Sea,LME,1968,841901.3109252377,841901.3109252377,0.0,1.0,63,63,400830916.3977234,400830916.3977234,400830916.39772344,333616071.6785858,352499516.09978575,available
LME_001,East Bering Sea,LME,1969,931465.747610685,931465.747610685,0.0,1.0,67,67,398837637.78222907,398837637.78222907,398837637.78222907,344855371.607619,361956278.5385132,available
LME_001,East Bering Sea,LME,1970,1208636.4910117874,1208636.4910117874,0.0,1.0,68,68,559474477.5479383,559474477.5479383,559474477.5479383,465459105.48336536,508016009.8391073,available
LME_001,East Bering Sea,LME,1971,1347116.4090666205,1347116.4090666205,0.0,1.0,68,68,602343244.3944448,602343244.394445,602343244.394445,519318750.5855173,561693291.8590744,available
LME_001,East Bering Sea,LME,1972,1488520.0043240434,1488520.0043240434,0.0,1.0,67,67,638900605.7307982,638900605.7307982,638900605.7307982,577610672.26638,601866698.4255576,available
LME_001,East Bering Sea,LME,1973,1112055.9410717,1112055.9410717,0.0,1.0,67,67,456518953.86281425,456518953.8628142,456518953.86281425,418238220.3587854,434555289.80898964,available
LME_001,East Bering Sea,LME,1974,1214336.956452306,1214336.956452306,0.0,1.0,66,66,536331033.05191565,536331033.0519157,536331033.0519157,478728120.11423844,507535361.811551,available
LME_001,East Bering Sea,LME,1975,1014400.5466067288,1014400.5466067288,0.0,1.0,66,66,460664060.08003706,460664060.08003706,460664060.080037,405120269.54219204,434820352.100584,available
LME_001,East Bering Sea,LME,1976,1064102.8821733533,1064102.8821733533,0.0,1.0,67,67,504639971.40534663,504639971.4053466,504639971.4053466,435339063.2634205,460411125.42145437,available
LME_001,East Bering Sea,LME,1977,823027.0447823963,823027.0447823963,0.0,1.0,64,64,363462579.4619059,363462579.4619059,363462579.46190584,318108201.2547314,318856870.3916526,available
LME_001,East Bering Sea,LME,1978,927898.2479212298,927898.2479212298,0.0,1.0,67,67,425394363.1805672,425394363.1805672,425394363.1805672,366479362.9196052,366045893.1417406,available
LME_001,East Bering Sea,LME,1979,892550.1475297788,892550.1475297788,0.0,1.0,69,69,415474443.7996407,415474443.7996407,415474443.7996407,352225824.296263,354889662.0819287,available
LME_001,East Bering Sea,LME,1980,976050.728728761,976050.728728761,0.0,1.0,69,69,484823692.6834256,484823692.68342555,484823692.6834256,401890585.23710424,415122646.8509421,available
LME_001,East Bering Sea,LME,1981,1058763.9366487951,1058763.9366487951,0.0,1.0,66,66,528863274.50239724,528863274.50239736,528863274.50239736,439653759.57673454,454480215.4050308,available
LME_001,East Bering Sea,LME,1982,966023.3925310604,966023.3925310604,0.0,1.0,64,64,480850473.124702,480850473.124702,480850473.124702,405471072.59897375,415692509.60455096,available
LME_001,East Bering Sea,LME,1983,1089003.804048671,1089003.804048671,0.0,1.0,67,67,536819078.9492688,536819078.9492688,536819078.9492688,448999084.55311304,477407717.4189557,available
LME_001,East Bering Sea,LME,1984,1185555.3412728284,1185555.3412728284,0.0,1.0,71,71,600615384.669072,600615384.669072,600615384.669072,505504045.62243545,519758256.0369549,available
LME_001,East Bering Sea,LME,1985,1155877.0225302076,1155877.0225302076,0.0,1.0,71,71,592736619.1171626,592736619.1171625,592736619.1171625,496313021.84815603,505376858.9589025,available
LME_001,East Bering Sea,LME,1986,993629.1374950834,993629.1374950834,0.0,1.0,69,69,542702510.0385383,542702510.0385383,542702510.0385383,446083115.95700103,466126961.3051465,available
LME_001,East Bering Sea,LME,1987,702560.3799900786,702560.3799900786,0.0,1.0,71,71,400953593.49269986,400953593.49269986,400953593.49269986,320833961.31226957,357548209.4154347,available
LME_001,East Bering Sea,LME,1988,738357.0352198452,738357.0352198452,0.0,1.0,70,70,446175376.1718851,446175376.17188513,446175376.17188513,353747897.9333518,405827178.6669868,available
LME_001,East Bering Sea,LME,1989,730278.9046366345,730278.9046366345,0.0,1.0,70,70,480997272.46217954,480997272.4621796,480997272.46217966,371324426.10908765,429604838.4137101,available
LME_001,East Bering Sea,LME,1990,832171.4301561592,832171.4301561592,0.0,1.0,72,72,531460748.74478316,531460748.7447832,531460748.7447833,414260552.64855355,468702698.3895426,available
LME_001,East Bering Sea,LME,1991,803220.2756874477,803220.2756874477,0.0,1.0,72,72,537884994.4040139,537884994.4040139,537884994.4040139,412442113.6959032,465562702.51223534,available
LME_001,East Bering Sea,LME,1992,935746.2097836732,935746.2097836732,0.0,1.0,73,73,538500975.8298213,538500975.8298213,538500975.8298213,423759786.1717679,477805882.7614985,available
LME_001,East Bering Sea,LME,1993,843737.4909911756,843737.4909911756,0.0,1.0,74,74,541437647.072223,541437647.0722228,541437647.0722228,412812419.979925,459814651.2098451,available
LME_001,East Bering Sea,LME,1994,802619.8348831183,802619.8348831183,0.0,1.0,71,71,538433834.9350685,538433834.9350685,538433834.9350685,412396770.596519,456900881.5501719,available
LME_001,East Bering Sea,LME,1995,787967.5483830173,787967.5483830173,0.0,1.0,71,71,584205005.0416766,584205005.0416766,584205005.0416766,437058723.35291857,492211891.0333307,available
LME_001,East Bering Sea,LME,1996,756790.2752049821,756790.2752049821,0.0,1.0,74,74,528275968.1529837,528275968.1529838,528275968.1529838,398251845.2935785,447207224.5281394,available
LME_001,East Bering Sea,LME,1997,754160.1571214531,754160.1571214531,0.0,1.0,68,68,506645575.9161328,506645575.9161328,506645575.9161328,388509883.0300508,442236022.78951716,available
LME_001,East Bering Sea,LME,1998,711985.0014506998,711985.0014506998,0.0,1.0,68,68,509882434.2904967,509882434.29049677,509882434.29049677,396012420.6983827,431543786.5156483,available
LME_001,East Bering Sea,LME,1999,652157.4205781542,652157.4205781542,0.0,1.0,71,71,492275096.11987704,492275096.11987704,492275096.11987704,369980939.3914095,411173682.7472464,available
LME_001,East Bering Sea,LME,2000,653327.523248831,653327.523248831,0.0,1.0,68,68,443431711.0502153,443431711.0502153,443431711.05021536,339729478.43050724,382586610.9955635,available
LME_001,East Bering Sea,LME,2001,715392.9555446565,715392.9555446565,0.0,1.0,69,69,515435969.9150736,515435969.9150735,515435969.9150736,403242922.785434,430451895.2283852,available
LME_001,East Bering Sea,LME,2002,724753.845518736,724753.845518736,0.0,1.0,69,69,483417524.7868565,483417524.7868566,483417524.78685665,381618207.30668503,417617064.64259,available
LME_001,East Bering Sea,LME,2003,767939.4567762943,767939.4567762943,0.0,1.0,70,70,554487471.185559,554487471.1855589,554487471.1855589,432464689.07354456,467298688.3738184,available
LME_001,East Bering Sea,LME,2004,766897.7806767334,766897.7806767334,0.0,1.0,70,70,528184577.6868201,528184577.6868202,528184577.6868202,407312845.5935153,454387609.80459595,available
LME_001,East Bering Sea,LME,2005,796652.0660702853,796652.0660702853,0.0,1.0,67,67,595431973.5536298,595431973.5536296,595431973.5536296,459433787.62833524,500409952.438684,available
LME_001,East Bering Sea,LME,2006,770593.3853724946,770593.3853724946,0.0,1.0,67,67,489099597.3452211,489099597.34522104,489099597.3452211,382604982.6782969,424766111.7832384,available
LME_001,East Bering Sea,LME,2007,759480.0614277069,759480.0614277069,0.0,1.0,65,65,557390236.6886948,557390236.6886948,557390236.6886948,426101278.021567,463825610.33985627,available
LME_001,East Bering Sea,LME,2008,656770.9691910346,656770.9691910346,0.0,1.0,67,67,454575423.3067842,454575423.3067843,454575423.3067843,345100132.00422317,382830717.4056988,available
LME_001,East Bering Sea,LME,2009,589929.252887547,589929.252887547,0.0,1.0,68,68,434977188.9416143,434977188.9416143,434977188.94161433,323476490.668633,357901502.58974266,available
LME_001,East Bering Sea,LME,2010,625858.985601079,625858.985601079,0.0,1.0,69,69,490850754.1542813,490850754.1542813,490850754.1542813,365658730.784832,399987269.8714015,available
LME_001,East Bering Sea,LME,2011,758016.0092077869,758016.0092077869,0.0,1.0,69,69,553515999.5050151,553515999.5050151,553515999.5050151,420641838.9986935,472385451.84009683,available
LME_001,East Bering Sea,LME,2012,756208.3690991254,756208.3690991254,0.0,1.0,71,71,508169222.4021404,508169222.4021405,508169222.4021405,389881611.3028249,445289637.97303724,available
LME_001,East Bering Sea,LME,2013,820522.9258118856,820522.9258118856,0.0,1.0,69,69,672440854.968509,672440854.968509,672440854.968509,524692684.69279104,585115584.8046012,available
LME_001,East Bering Sea,LME,2014,804617.0467537129,804617.0467537129,0.0,1.0,70,70,559231892.5105709,559231892.5105708,559231892.5105706,430188487.97619146,488745354.2849575,available
