year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,141,73037.4595837657,73037.4595837657,0.0,True
1951,135,57894.3704255849,57894.3704255849,0.0,True
1952,135,51791.2873783553,51791.2873783553,0.0,True
1953,139,43310.2295324431,43310.2295324431,0.0,True
1954,139,53908.9299795384,53908.9299795384,0.0,True
1955,139,53796.63517282,53796.63517282,0.0,True
1956,143,75772.9723120643,75772.9723120643,0.0,True
1957,130,69200.342883333,69200.342883333,0.0,True
1958,153,79827.6487277883,79827.6487277883,0.0,True
1959,237,145835.2608121471,145835.2608121471,0.0,True
1960,338,422133.3525353695,422133.3525353695,0.0,True
1961,310,512717.3829472924,512717.3829472924,0.0,True
1962,313,559741.6910224379,559741.6910224379,0.0,True
1963,311,523433.990188078,523433.990188078,0.0,True
1964,294,747638.8388243914,747638.8388243914,0.0,True
1965,315,732601.9829858462,732601.9829858462,0.0,True
1966,300,737501.0845860828,737501.0845860828,0.0,True
1967,321,788388.880446327,788388.880446327,0.0,True
1968,322,841901.3109252377,841901.3109252377,0.0,True
1969,365,931465.747610685,931465.747610685,0.0,True
1970,420,1208636.4910117874,1208636.4910117874,0.0,True
1971,363,1347116.4090666203,1347116.4090666203,0.0,True
1972,398,1488520.0043240436,1488520.0043240436,0.0,True
1973,389,1112055.9410717003,1112055.9410717003,0.0,True
1974,388,1214336.9564523057,1214336.9564523057,0.0,True
1975,433,1014400.5466067288,1014400.5466067288,0.0,True
1976,422,1064102.8821733536,1064102.8821733536,0.0,True
1977,406,823027.0447823964,823027.0447823964,0.0,True
1978,515,927898.2479212297,927898.2479212297,0.0,True
1979,548,892550.1475297788,892550.1475297788,0.0,True
1980,672,976050.7287287608,976050.7287287608,0.0,True
1981,667,1058763.9366487951,1058763.9366487951,0.0,True
1982,622,966023.3925310603,966023.3925310603,0.0,True
1983,589,1089003.8040486712,1089003.8040486712,0.0,True
1984,739,1185555.3412728282,1185555.3412728284,2.3283064365386963e-10,True
1985,678,1155877.0225302076,1155877.0225302076,0.0,True
1986,690,993629.1374950834,993629.1374950834,0.0,True
1987,626,702560.3799900786,702560.3799900786,0.0,True
1988,536,738357.0352198452,738357.0352198452,0.0,True
1989,516,730278.9046366345,730278.9046366345,0.0,True
1990,549,832171.4301561592,832171.4301561592,0.0,True
1991,598,803220.2756874479,803220.2756874479,0.0,True
1992,641,935746.209783673,935746.2097836732,1.1641532182693481e-10,True
1993,607,843737.4909911756,843737.4909911756,0.0,True
1994,543,802619.8348831183,802619.8348831183,0.0,True
1995,563,787967.5483830173,787967.5483830173,0.0,True
1996,570,756790.2752049821,756790.2752049821,0.0,True
1997,550,754160.1571214534,754160.1571214533,-1.1641532182693481e-10,True
1998,555,711985.0014506998,711985.0014506998,0.0,True
1999,401,652157.4205781542,652157.4205781542,0.0,True
2000,383,653327.5232488308,653327.5232488309,1.1641532182693481e-10,True
2001,385,715392.9555446565,715392.9555446565,0.0,True
2002,379,724753.845518736,724753.845518736,0.0,True
2003,385,767939.4567762943,767939.4567762943,0.0,True
2004,377,766897.7806767332,766897.7806767334,1.1641532182693481e-10,True
2005,369,796652.0660702852,796652.0660702853,1.1641532182693481e-10,True
2006,381,770593.3853724945,770593.3853724945,0.0,True
2007,361,759480.0614277069,759480.0614277069,0.0,True
2008,371,656770.9691910346,656770.9691910344,-1.1641532182693481e-10,True
2009,369,589929.252887547,589929.252887547,0.0,True
2010,375,625858.985601079,625858.985601079,0.0,True
2011,434,758016.0092077868,758016.0092077869,1.1641532182693481e-10,True
2012,441,756208.3690991253,756208.3690991253,0.0,True
2013,427,820522.9258118854,820522.9258118854,0.0,True
2014,436,804617.046753713,804617.0467537129,-1.1641532182693481e-10,True
2015,430,839276.2792215426,839276.2792215425,-1.1641532182693481e-10,True
2016,436,786292.1011487704,786292.1011487705,1.1641532182693481e-10,True
2017,436,837832.8256031756,837832.8256031754,-1.1641532182693481e-10,True
2018,443,1255121.9097079332,1255121.9097079332,0.0,True
2019,453,1300999.7714510455,1300999.7714510453,-2.3283064365386963e-10,True
