commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,1,1,12229.50159158,12229.50159158,0.0,1.0,608.420993216597,7440685.504893057,3.1400000000000006,608.4209932165978,7440685.504893067,-1.0244548320770264e-08,0.9999999999999987,-1.376828561566451e-15
Cod-likes,6,6,374319.0605663674,374319.0605663674,0.0,1.0,2824.681114012031,1057331980.9965435,3.6034063494232687,2438.42696068523,912749689.1833978,144582291.81314576,1.1584030030648358,0.15840300306483587
Crustaceans,18,18,44741.9125685151,44741.9125685151,0.0,1.0,1824.4088418810286,81627540.89266688,3.160905009984291,647.7422652972617,28981227.800861996,52646313.09180488,2.8165660010525504,1.8165660010525504
Flatfishes,6,6,29641.917731650698,29641.917731650698,0.0,1.0,3535.6518606786567,104803501.58199446,3.6119888849416903,2501.9342226773374,74162128.39860307,30641373.183391392,1.4131673921047896,0.4131673921047897
Herring-likes,3,3,162978.4358911092,162978.4358911092,0.0,1.0,453.1657795761885,73856249.95470236,3.0050857883883633,406.1409259072074,66192212.85572354,7664037.098978825,1.1157845729630436,0.11578457296304345
Molluscs,12,12,31339.5880689663,31339.5880689663,0.0,1.0,49.647297191063615,1555925.8427054812,2.0982549320996355,26.844950626887638,841309.6943783972,714616.148327084,1.8494091451722532,0.8494091451722533
Other fishes & inverts,30,30,216477.2879670446,216477.2879670446,0.0,1.0,3554.7972563601243,769532869.3295307,3.4724941833870764,1647.3622005771344,356616501.4803606,412916367.8491701,2.1578722973701483,1.1578722973701483
Perch-likes,32,32,111659.1254779884,111659.1254779884,0.0,1.0,4142.211820480075,462515749.4193915,3.472704093279304,1648.3984434515728,184058728.63507995,278457020.78431153,2.5128704998087232,1.512870499808723
"Salmon, smelts, etc",13,13,81954.5067683821,81954.5067683821,0.0,1.0,18033.993663449313,1477967055.7521164,4.101785673511753,10852.160328716313,889383447.1113487,588583608.6407677,1.6617883552391755,0.6617883552391755
Scorpionfishes,9,9,17285.062605307605,17285.062605307605,0.0,1.0,2109.1395551418977,36456609.25395834,3.537701447470487,2002.7452169115677,34617576.45679681,1839032.797161527,1.0531242503199687,0.05312425031996865
Sharks & rays,5,5,6198.8197115845,6198.8197115845,0.0,1.0,5488.884185693552,34024603.484881625,3.8426978650048658,4993.846523346398,30955954.265547372,3068649.219334252,1.0991295307200246,0.09912953072002452
Tuna & billfishes,8,8,3196.6185013270997,3196.6185013270997,0.0,1.0,21925.744866738947,70088241.6963954,4.319108817805623,20809.42743217786,66519800.73172343,3568440.9646719694,1.0536447933610567,0.05364479336105667
