unit_id,region_name,region_type,year,total_catch_tonnes,matched_catch_tonnes,missing_tl_catch_tonnes,catch_tl_coverage_fraction,taxa_count,matched_taxa_count,ppr_species,ppr_commercial_correct,ppr_functional_correct,ppr_commercial_jensen,ppr_functional_jensen,source_data_status
HS_088,"Pacific, Antarctic",High Seas,1950,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1951,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1952,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1953,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1954,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1955,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1956,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1957,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1958,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1959,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1960,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1961,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1962,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1963,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1964,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1965,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1966,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1967,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1968,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1969,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1970,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1971,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1972,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1973,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1974,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1975,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1976,1.0,1.0,0.0,1.0,1.0,1.0,17.78279410038923,17.78279410038923,17.78279410038923,17.78279410038923,17.78279410038923,available
HS_088,"Pacific, Antarctic",High Seas,1977,3384.0,3384.0,0.0,1.0,2.0,2.0,176101.1345696898,176101.1345696898,176101.1345696898,176101.1345696897,176101.1345696897,available
HS_088,"Pacific, Antarctic",High Seas,1978,548.0,548.0,0.0,1.0,3.0,3.0,19502.848713520332,19502.848713520332,19502.848713520332,19502.848713520332,19502.848713520332,available
HS_088,"Pacific, Antarctic",High Seas,1979,3589.0,3589.0,0.0,1.0,3.0,3.0,175913.22089771234,175913.22089771234,175913.22089771234,157592.30280185994,157592.30280185994,available
HS_088,"Pacific, Antarctic",High Seas,1980,2670.0,2670.0,0.0,1.0,2.0,2.0,285893.3834684301,285893.3834684301,285893.3834684301,285893.3834684301,285893.3834684301,available
HS_088,"Pacific, Antarctic",High Seas,1981,6318.0,6318.0,0.0,1.0,4.0,4.0,809888.9303414229,809888.9303414228,809888.9303414228,743708.117510102,743708.117510102,available
HS_088,"Pacific, Antarctic",High Seas,1982,6742.0,6742.0,0.0,1.0,3.0,3.0,277590.8075152766,277590.8075152766,277590.8075152766,277590.8075152766,277590.8075152766,available
HS_088,"Pacific, Antarctic",High Seas,1983,10678.0,10678.0,0.0,1.0,2.0,2.0,401485.1379259379,401485.1379259379,401485.1379259379,401485.1379259379,401485.1379259379,available
HS_088,"Pacific, Antarctic",High Seas,1984,734.0000000000999,734.0000000000999,0.0,1.0,4.0,4.0,113424.90265059448,113424.90265059448,113424.90265059448,113142.12420800854,113155.67082904273,available
HS_088,"Pacific, Antarctic",High Seas,1985,4814.0,4814.0,0.0,1.0,2.0,2.0,120159.02633846083,120159.02633846083,120159.02633846083,120159.02633846083,120159.02633846083,available
HS_088,"Pacific, Antarctic",High Seas,1986,3796.0,3796.0,0.0,1.0,2.0,2.0,132600.689440906,132600.689440906,132600.689440906,132600.689440906,132600.689440906,available
HS_088,"Pacific, Antarctic",High Seas,1987,394.0,394.0,0.0,1.0,2.0,2.0,12362.082484127353,12362.082484127353,12362.082484127353,12362.082484127353,12362.082484127353,available
HS_088,"Pacific, Antarctic",High Seas,1988,,,,,,,,,,,,missing_year
HS_088,"Pacific, Antarctic",High Seas,1989,1110.0,1110.0,0.0,1.0,1.0,1.0,211506.13969392036,211506.13969392036,211506.13969392036,211506.13969392036,211506.13969392036,available
HS_088,"Pacific, Antarctic",High Seas,1990,661.0,661.0,0.0,1.0,1.0,1.0,11754.42690035728,11754.42690035728,11754.42690035728,11754.42690035728,11754.42690035728,available
