commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,6,6,2140.1010021266993,2140.1010021266993,0.0,1.0,82.73258831153233,177056.09515404596,2.6327691265575024,42.93081434155924,91876.2787944862,85179.81635955976,1.92711434852618,0.9271143485261799
Cod-likes,2,2,1720.8014653053,1720.8014653053,0.0,1.0,812.8294743656867,1398718.1505318105,3.909999423921511,812.8294379697296,1398718.0879015944,0.06263021612539887,1.0000000447768687,4.477686866790928e-08
Crustaceans,14,14,14078.5136014561,14078.5136014561,0.0,1.0,103.36843987385781,1455273.9867254042,2.8648403523259915,73.25551946230004,1031328.8271317232,423945.159593681,1.4110669152657496,0.4110669152657496
Flatfishes,2,2,1829.3221062905998,1829.3221062905998,0.0,1.0,233.2296128365663,426652.0866035286,3.350654750213247,224.20988205218225,410152.093686865,16499.992916663585,1.0402289618183949,0.04022896181839481
Herring-likes,8,8,65018.7812441886,65018.7812441886,0.0,1.0,339.2015553030064,22054471.721934713,3.2212405160884003,166.43341180019382,10821297.593560759,11233174.128373954,2.038061658618305,1.0380616586183051
Molluscs,8,8,4004.3294580471998,4004.3294580471998,0.0,1.0,12.38703402650402,49601.765250163066,2.078588803749761,11.983641374694137,47986.44817136098,1615.317078802087,1.0336619429100846,0.033661942910084605
Other fishes & inverts,43,43,51925.7640507231,51925.7640507231,0.0,1.0,550.2182442260912,28570502.72608715,3.5339820921479417,341.96534150331513,17756811.636426087,10813691.089661062,1.6089883314118172,0.6089883314118172
Perch-likes,122,122,126680.3702697804,126680.3702697804,0.0,1.0,723.7642729436815,91686726.08454397,3.594522482783109,393.11759549729356,49800282.5571629,41886443.52738107,1.841088471321463,0.8410884713214631
Scorpionfishes,1,1,123.35519425220001,123.35519425220001,0.0,1.0,602.5595860743575,74328.8547887276,3.78,602.5595860743575,74328.8547887276,0.0,1.0,0.0
Sharks & rays,33,33,28404.584075984498,28404.584075984498,0.0,1.0,982.7023758096567,27913252.25535511,3.912405062682388,817.3443459156315,23216326.192591112,4696926.062763996,1.202311340037206,0.20231134003720616
Tuna & billfishes,15,15,10077.366273786802,10077.366273786802,0.0,1.0,2763.773712434646,27851559.998067442,4.439613686883405,2751.779854372418,27730693.49733856,120866.50072888285,1.0043585819712906,0.004358581971290511
