commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,330.53025248989996,3.11,128.82495516931337,42580.54495911319
Cod-likes,47.280110348300006,4.496506047254794,3136.9388095901318,148314.8130732863
Crustaceans,3031.8644578154,2.942492364694336,87.59763170097904,265584.1461430019
Flatfishes,961.3566620444001,3.2909391854113097,195.406580728569,187855.4181907267
Herring-likes,82011.59552194811,2.9719937211330114,93.75484521034596,7688984.443613747
Molluscs,3274.5586166909,2.2396876115591757,17.365512763886752,56864.38945424117
Other fishes & inverts,39452.395739515516,3.3763811356123345,237.8927110517679,9385437.379960563
Perch-likes,36658.1141818274,3.6008449742028943,398.8824918162568,14622279.930132173
Scorpionfishes,58.02314372409999,3.884873110046511,767.1373183337884,44511.71887780205
Sharks & rays,1795.5860826402002,4.023988045784975,1056.7884200808141,1897554.5793924353
Tuna & billfishes,684.9980306893999,4.426599098237934,2670.540067119765,1829314.686854177
