commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,2,2,140812.7032901943,140812.7032901943,0.0,1.0,271.0636255544021,38169201.87795635,3.431052878003553,269.8067918681589,37992223.72901027,176978.14894608408,1.0046582729720805,0.0046582729720805035
Crustaceans,18,18,192048.3197318681,192048.3197318681,0.0,1.0,111.40632056177054,21395396.671397902,2.901787510863303,79.76043444612739,15317857.41646258,6077539.254935322,1.3967617069214655,0.39676170692146545
Flatfishes,3,3,72.6317794552,72.6317794552,0.0,1.0,469.34038965304234,34089.027670697404,3.489424805103009,308.62052456702514,22415.657875700304,11673.3697949971,1.5207685565031583,0.5207685565031583
Herring-likes,8,8,254608.1745545337,254608.1745545337,0.0,1.0,101.236408828276,25775617.25022383,2.74166097915482,55.164664235886036,14045374.461012714,11730242.789211117,1.8351676789943934,0.8351676789943934
Molluscs,4,4,44662.411202051604,44662.411202051604,0.0,1.0,12.0156781593609,536649.1588248871,2.0777509329021258,11.960543995490292,534186.7341268167,2462.42469807039,1.0046096702534095,0.004609670253409563
Other fishes & inverts,27,27,869225.4907250778,869225.4907250778,0.0,1.0,206.04922650112783,179103240.01896554,3.2931835710521393,196.4190341018944,170732431.30496496,8370808.714000583,1.0490288145610045,0.049028814561004594
Perch-likes,55,55,1697643.320174324,1697643.320174324,0.0,1.0,821.8845124966653,1395266752.5946946,3.656836076538628,453.77030975437737,770340135.2479527,624926617.3467419,1.811234659538535,0.811234659538535
Scorpionfishes,1,1,1371.9593065553,1371.9593065553,0.0,1.0,794.3282347242813,1089786.0140896204,3.9,794.3282347242813,1089786.0140896204,0.0,1.0,0.0
Sharks & rays,12,12,20503.1914865483,20503.1914865483,0.0,1.0,1780.2003396792352,36499788.44886169,4.242842727231571,1749.2131244871625,35864451.64214374,635336.8067179471,1.017714945513662,0.017714945513662143
Tuna & billfishes,16,16,161605.33183783496,161605.33183783496,0.0,1.0,2448.3867550675564,395672354.0200524,4.386052295403011,2432.496899617951,393104468.6572637,2567885.362788677,1.0065323230019743,0.006532323001974169
