functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,4,4,4691.7664163664995,4691.7664163664995,0.0,1.0,11144.033194694977,52285200.68574337,4.098694559054981,10752.131537377423,50446489.65142249,1838711.034320876,1.0364487409733776,0.03644874097337768
Jellyfish,1,1,0.009897314899999999,0.009897314899999999,0.0,1.0,1586.8423749532276,15.705478681575965,3.46,1586.8423749532276,15.705478681575965,0.0,1.0,0.0
Large benthopelagics (>=90 cm),8,8,8701.645945472299,8701.645945472299,0.0,1.0,5139.551146836097,44722554.39841383,3.78393399188155,4187.758505662893,36440391.82141865,8282162.576995179,1.2272797344656199,0.22727973446561994
Large demersals (>=90 cm),4,4,1940.8734315608,1940.8734315608,0.0,1.0,14609.10934446642,28354432.18544149,4.199694899218549,14551.207736721764,28242052.493325233,112379.6921162568,1.00397916164708,0.0039791616470798916
Large flatfishes (>=90 cm),2,2,458.50015904400004,458.50015904400004,0.0,1.0,13141.163039837209,6025225.343788495,4.160798363562959,12950.707099592877,5937901.264895595,87324.07889290061,1.0147062194195033,0.014706219419503267
Large rays (>=90 cm),2,2,516.1776569367,516.1776569367,0.0,1.0,3568.563879358109,1842012.9418760093,3.7291699225485275,3554.1187349993625,1834556.6811067993,7456.260769210057,1.0040643392738957,0.004064339273895669
Large reef assoc. fish (>=90 cm),2,2,1144.0891453243999,1144.0891453243999,0.0,1.0,4357.576233320566,4985455.668465644,3.7970653164174597,4355.779398481488,4983399.929230314,2055.739235330373,1.0004125174107084,0.00041251741070837193
Large sharks (>=90 cm),2,2,0.014539729900000001,0.014539729900000001,0.0,1.0,9286.937167114882,135.02955800812157,4.049777455288217,9286.497570065734,135.02316638576212,0.006391622359444682,1.000047337227607,4.733722760717796e-05
"Lobsters, crabs",11,11,20540.918950721996,20540.918950721996,0.0,1.0,1625.7011924561257,33393396.43233338,3.238312058808308,816.7913468720849,16777644.855750553,16615751.576582827,1.9903506552582535,0.9903506552582535
Medium bathydemersals (30 - 89 cm),2,2,7.9801591835,7.9801591835,0.0,1.0,1956.3066421746066,15611.638416291735,3.49719469048659,1773.8839216977376,14155.876068199195,1455.7623480925395,1.1028380257837147,0.10283802578371476
Medium benthopelagics (30 - 89 cm),3,3,194832.5960039579,194832.5960039579,0.0,1.0,2213.5693392325993,431275460.7974531,3.5702581722773954,2207.918196573336,430174434.0027601,1101026.7946929932,1.0025594891459448,0.0025594891459447557
Medium demersals (30 - 89 cm),15,15,79612.1857076359,79612.1857076359,0.0,1.0,10563.182067761481,840958012.4421965,3.6588299217483424,2878.8396898254023,229190720.00889286,611767292.4333036,3.669249838778666,2.669249838778666
Medium pelagics (30 - 89 cm),7,7,18365.136628691,18365.136628691,0.0,1.0,1314.5707420990498,24142271.28672877,3.3428288367765555,1117.0962433863317,20515625.13718744,3626646.1495413296,1.1767748301740768,0.17677483017407675
Medium reef assoc. fish (30 - 89 cm),1,1,0.4557669385,0.4557669385,0.0,1.0,97.8533939563155,44.59834178530432,2.53,97.8533939563155,44.59834178530432,0.0,1.0,0.0
Other demersal invertebrates,10,10,4112.0337852669,4112.0337852669,0.0,1.0,100.34742672481958,412632.0089570528,2.47664044243962,83.39759148337036,342933.713789506,69698.29516754678,1.2032413039749363,0.20324130397493625
Shrimps,5,5,2777.1110310027,2777.1110310027,0.0,1.0,319.77466391326146,888049.7465886995,2.8701934637567144,271.13013733023473,752958.4952170718,135091.25137162767,1.1794139414453142,0.17941394144531428
Small pelagics (<30 cm),2,2,275.17591558669994,275.17591558669994,0.0,1.0,1078.921377243888,296893.17782915017,3.29596999760452,970.7912114680478,267138.36045924167,29754.817369908502,1.1113835441632438,0.11138354416324386
Small to medium flatfishes (<90 cm),11,11,10848.119214491502,10848.119214491502,0.0,1.0,4811.508353473113,52195816.21999805,3.7001750942878595,3258.43296823644,35347869.2918583,16847946.928139746,1.4766326023509526,0.4766326023509526
Small to medium rays (<90 cm),1,1,3.4309181699,3.4309181699,0.0,1.0,4394.242173224468,15076.285315056692,3.8,4394.242173224468,15076.285315056692,0.0,1.0,0.0
