commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cod-likes,7,7,200276.10190649677,200276.10190649677,0.0,1.0,2445.576453742019,489790519.06976557,3.584648284917926,2305.1805519212794,461672575.12946063,28117943.940304935,1.0609045142705742,0.06090451427057411
Crustaceans,16,16,23318.0299817247,23318.0299817247,0.0,1.0,1470.1690582690674,34281446.17892208,3.1944701814354675,716.2613725997488,16701804.16103223,17579642.01788985,2.0525594629414794,1.0525594629414794
Flatfishes,13,13,11306.619373535501,11306.619373535501,0.0,1.0,5149.288186003668,58221041.563786544,3.7188540499725566,3445.963498431045,38962197.65185662,19258843.91192992,1.4942956268538974,0.49429562685389744
Herring-likes,1,1,8514.7772658086,8514.7772658086,0.0,1.0,645.9885058849935,5500448.243883207,3.16,645.9885058849935,5500448.243883207,0.0,1.0,0.0
Molluscs,7,7,282.46470645500006,282.46470645500006,0.0,1.0,443.3452720749132,125229.3921348525,2.9813779976041115,378.2963993174225,106855.38138617924,18374.01074867326,1.171952132969971,0.17195213296997103
Other fishes & inverts,13,13,59397.5617525959,59397.5617525959,0.0,1.0,1678.9188228244968,99723684.45631367,3.2906381612414046,955.408183713796,56748916.59107569,42974767.86523798,1.7572790891305963,0.7572790891305963
Perch-likes,3,3,4.3244705095,4.3244705095,0.0,1.0,711.8328517646071,3078.3001751493284,3.002595906797916,403.1227833553959,1743.292588327967,1335.0075868213614,1.7657966286094284,0.7657966286094284
"Salmon, smelts, etc",20,20,41697.9768565027,41697.9768565027,0.0,1.0,19761.121349871613,823998780.7054878,4.088864597959732,10440.12009524413,435331886.1105985,388666894.59488934,1.892805941846737,0.892805941846737
Scorpionfishes,8,8,3510.7418449308,3510.7418449308,0.0,1.0,2366.122259231255,8306844.42570537,3.5374528829207876,2001.2544621470627,7025887.782614175,1280956.6430911943,1.1823195420600041,0.18231954206000414
Sharks & rays,5,5,519.6231148365,519.6231148365,0.0,1.0,3574.1755971218718,1857224.2567490744,3.7296465636746863,3559.197247686563,1849441.1601603897,7783.096588684712,1.0042083504770758,0.004208350477075862
