commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,8579.877043266,3.3294539657110174,213.52757393764534,1832040.3297318867
Crustaceans,11646.5252390744,2.997594521208414,99.44764913730054,1158219.5556441864
Flatfishes,1600.043468806,3.67441899313746,472.5186920372207,756050.4470829087
Herring-likes,8060.7586780151005,3.5811819998555148,381.22555017318194,3072967.1618395573
Molluscs,136.4364414017,2.0590895562309757,11.457491829911516,1563.2194126621791
Other fishes & inverts,43867.52696715051,3.6324994575701255,429.04165336941156,18820996.299213503
Perch-likes,85665.48761580548,3.7434087548705937,553.8711635619485,47447643.302867875
Scorpionfishes,632.238736931,3.9061266530546526,805.6133475104708,509339.9652847748
Sharks & rays,6148.655089743501,3.9959495693314966,990.7168952700653,6091576.480597165
Tuna & billfishes,6080.4538436333005,4.474241921625594,2980.1760596987133,18120822.976898987
